year,category,institute_id,name,city,state,tlr,rpc,go,oi,pr,score,rank,pdf_url,graph_url
2020,Engineering,IR-E-C-6238,Haldia Institute of Technology,Haldia,West Bengal,49.15,6.8,50.2,55.8,4.22,32.83,163,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-6238.pdf,
2020,Engineering,IR-E-C-8277,Government Engineering College,Thrissur,Kerala,57.13,2.86,49.94,45.99,2.16,32.81,164,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-8277.pdf,
2020,Engineering,IR-E-I-1015,Vishwakarma Institute of Technology,Pune,Maharashtra,47.21,6.45,59.26,44.53,3.2,32.72,165,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-I-1015.pdf,
2020,Engineering,IR-E-U-0864,Harcourt Butler Technical University,Kanpur Nagar,Uttar Pradesh,59.15,2.31,46.82,42.34,6.65,32.69,166,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-U-0864.pdf,
2020,Engineering,IR-E-U-0564,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,48.86,14.26,39.13,53.15,4.22,32.51,167,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-U-0564.pdf,
2020,Engineering,IR-E-C-11015,Walchand College of Engineering,Sangli,Maharashtra,50.11,4.15,54.99,47.43,3.71,32.39,168,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-11015.pdf,
2020,Engineering,IR-E-C-1336,BMS Institute of Technology & Management,Bengaluru,Karnataka,48.02,4.04,51.43,53.36,11.13,32.36,169,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-1336.pdf,
2020,Engineering,IR-E-C-19706,Institute of Aeronautical Engineering,Hyderabad,Telangana,50.61,7.28,45.04,54.16,4.72,32.26,170,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-19706.pdf,
2020,Engineering,IR-E-C-33584,K. J. Somaiya College of Engineering,Mumbai,Maharashtra,51.95,2.84,59.03,39.37,0.55,32.25,171,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-33584.pdf,
2020,Engineering,IR-E-C-19534,Goka Raju Ranga Raju Institute of Engineering & Technology,Hyderabad,Telangana,53.11,2.72,52.44,48.87,1.1,32.24,172,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-19534.pdf,
2020,Engineering,IR-E-C-42242,Maharshi Karve Stree Shikshan Samstha's Cummins College of Engineering for Women,Pune,Maharashtra,50.8,2.95,52.51,53.89,2.16,32.23,173,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-42242.pdf,
2020,Engineering,IR-E-U-0169,ManavRachna International Institute of Research & Studies,Faridabad,Haryana,51.95,4.1,51.73,49.28,1.1,32.21,174,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-U-0169.pdf,
2020,Engineering,IR-E-C-1438,The National Institute of Engineering,Mysore,Karnataka,51.97,2.65,51.05,50.57,5.21,32.17,175,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-1438.pdf,
2020,Engineering,IR-E-C-16572,Sri Venkateswara College of Engineering,Kancheepuram,Tamil Nadu,56.18,4.91,48.74,38.31,2.16,32.12,176,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-16572.pdf,
2020,Engineering,IR-E-U-0147,Pandit Deendayal Petroleum University,Gandhinagar,Gujarat,49.08,11.97,50.34,33.8,3.2,32.08,177,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-U-0147.pdf,
2020,Engineering,IR-E-C-9462,"School of Engineering, Cochin University of Science and Technology",Cochin,Kerala,50.08,14.19,38.55,44.77,5.69,32.04,178,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-9462.pdf,
2020,Engineering,IR-E-C-30153,"Silicon Institute of Technology (SIT), Bhubaneswar",Bhubaneswar,Odisha,52.9,2.66,47.2,56.2,2.69,32.0,179,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-30153.pdf,
2020,Engineering,IR-E-C-19747,Anurag Group of Institutions,Hyderabad,Telangana,56.55,1.44,43.97,54.98,0.55,31.74,180,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-19747.pdf,
2020,Engineering,IR-E-U-0373,Chitkara University,Rajpura,Punjab,48.34,7.56,47.86,53.83,0.0,31.72,181,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-U-0373.pdf,
2020,Engineering,IR-E-U-0455,"Indian Institute of Information Technology, Design & Manufacturing",Chennai,Tamil Nadu,35.51,7.8,57.62,53.05,18.15,31.63,182,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-U-0455.pdf,
2020,Engineering,IR-E-U-0739,Madan Mohan Malaviya University of Technology,Gorakhpur,Uttar Pradesh,47.49,15.84,44.1,35.1,2.69,31.6,183,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-U-0739.pdf,
2020,Engineering,IR-E-C-26929,Sree Vidyanikethan Engineering College,A.Rangampet,Andhra Pradesh,54.06,1.24,50.93,47.58,0.0,31.54,184,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-26929.pdf,
2020,Engineering,IR-E-C-26928,JNTUA College of Engineering,Anantapur,Andhra Pradesh,55.12,3.96,48.19,36.84,4.72,31.52,185,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-26928.pdf,
2020,Engineering,IR-E-C-1398,BNM Institute of Technology,Bengaluru,Karnataka,55.66,1.11,46.87,50.8,0.0,31.48,186,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-1398.pdf,
2020,Engineering,IR-E-C-26162,Vasavi College of Engineering,Hyderabad,Telangana,48.8,0.75,56.58,50.47,2.16,31.46,187,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-26162.pdf,
2020,Engineering,IR-E-C-17913,Gayatri Vidya Parishad College of Engineering,Visakhapatnam,Andhra Pradesh,54.28,1.69,45.48,48.12,6.65,31.38,188,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-17913.pdf,
2020,Engineering,IR-E-C-27089,National Engineering College,Kovilpatti,Tamil Nadu,53.98,5.99,42.9,46.85,1.1,31.36,189,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-27089.pdf,
2020,Engineering,IR-E-C-26905,G.Pulla Reddy Engineering College,Kurnool,Andhra Pradesh,53.11,1.15,48.27,51.6,2.69,31.35,190,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-26905.pdf,
2020,Engineering,IR-E-C-6192,Institute of Engineering & Management,Kolkata,West Bengal,43.74,7.8,51.73,52.96,2.16,31.33,191,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-6192.pdf,
2020,Engineering,IR-E-C-16476,Sri Sai Ram Institute of Technology,Chennai,Tamil Nadu,48.89,2.8,54.08,47.67,2.16,31.32,192,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-16476.pdf,
2020,Engineering,IR-E-U-0129,Dharmsinh Desai University,Nadiad,Gujarat,49.4,2.29,59.12,36.87,2.69,31.29,193,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-U-0129.pdf,
2020,Engineering,IR-E-U-0405,The LNM Institute of Information Technology,Jaipur,Rajasthan,41.95,12.14,53.25,43.08,0.55,31.24,194,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-U-0405.pdf,
2020,Engineering,IR-E-U-0162,Guru Jambheshwar University of Science and Technology,Hisar,Haryana,41.05,13.82,51.92,40.13,3.71,31.23,195,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-U-0162.pdf,
2020,Engineering,IR-E-C-42227,Dr. D. Y. Patil Institute of Technology,Pune,Maharashtra,49.69,1.66,53.63,48.5,1.63,31.15,196,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-42227.pdf,
2020,Engineering,IR-E-C-49660,Pimpri Chinchwad College of Engineering,Pune,Maharashtra,46.11,7.36,50.73,48.76,0.55,31.13,197,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-49660.pdf,
2020,Engineering,IR-E-C-34167,Ramrao Adik Institute of Technology,Navi Mumbai,Maharashtra,53.6,3.82,45.75,47.25,0.0,31.11,198,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-34167.pdf,
2020,Engineering,IR-E-C-48145,BVRIT Hyderabad,Hyderabad,Telangana,49.16,0.46,53.74,52.98,1.63,31.1,199,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-C-48145.pdf,
2020,Engineering,IR-E-U-0615,National Institute of Technology Arunachal Pradesh,Itanagar,Arunachal Pradesh,50.56,9.06,39.36,46.21,7.12,31.09,200,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Engineering/IR-E-U-0615.pdf,
2020,Overall,IR-O-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,81.86,90.67,88.26,62.78,96.16,85.31,1,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0456.pdf,
2020,Overall,IR-O-U-0220,Indian Institute of Science,Bengaluru,Karnataka,82.22,92.16,82.89,52.84,100.0,84.18,2,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0220.pdf,
2020,Overall,IR-O-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,80.59,87.16,77.18,66.41,89.17,81.33,3,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-I-1074.pdf,
2020,Overall,IR-O-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,79.32,86.46,82.48,54.14,90.97,80.75,4,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0306.pdf,
2020,Overall,IR-O-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,68.6,79.73,86.12,59.07,82.21,75.85,5,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0573.pdf,
2020,Overall,IR-O-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,75.64,74.76,81.87,55.61,79.43,74.99,6,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-I-1075.pdf,
2020,Overall,IR-O-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,74.06,63.55,81.85,62.35,49.09,68.81,7,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0053.pdf,
2020,Overall,IR-O-U-0109,Jawaharlal Nehru University,New Delhi,Delhi,74.98,44.8,100.0,75.1,53.19,68.76,8,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0109.pdf,
2020,Overall,IR-O-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,68.29,67.0,85.21,64.29,44.17,68.48,9,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0560.pdf,
2020,Overall,IR-O-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,70.91,44.89,85.65,58.76,42.84,62.03,10,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0500.pdf,
2020,Overall,IR-O-U-0570,Calcutta University,Kolkata,West Bengal,59.26,48.58,91.03,61.66,42.84,61.01,11,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0570.pdf,
2020,Overall,IR-O-U-0575,Jadavpur University,Kolkata,West Bengal,53.38,52.96,90.39,48.67,59.2,60.77,12,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0575.pdf,
2020,Overall,IR-O-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,69.65,52.11,73.66,65.83,29.04,60.74,13,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0436.pdf,
2020,Overall,IR-O-U-0234,Manipal Academy of Higher Education,Manipal,Karnataka,75.44,42.62,75.36,66.21,28.5,59.96,14,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0234.pdf,
2020,Overall,IR-O-U-0042,University of Hyderabad,Hyderabad,Telangana,71.15,42.93,81.18,54.01,40.46,59.92,15,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0042.pdf,
2020,Overall,IR-O-U-0108,Jamia Millia Islamia,New Delhi,Delhi,71.35,38.3,88.52,73.05,19.43,59.85,16,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0108.pdf,
2020,Overall,IR-O-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,69.97,48.99,66.96,58.36,46.7,59.59,17,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0013.pdf,
2020,Overall,IR-O-U-0120,University of Delhi,Delhi,Delhi,50.18,55.4,85.21,60.37,42.06,58.97,18,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0120.pdf,
2020,Overall,IR-O-U-0323,Savitribai Phule Pune University,Pune,Maharashtra,67.66,45.48,85.36,56.22,21.41,58.77,19,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0323.pdf,
2020,Overall,IR-O-U-0439,Anna University,Chennai,Tamil Nadu,56.0,48.61,77.49,52.37,59.85,58.1,20,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0439.pdf,
2020,Overall,IR-O-U-0447,Bharathiar University,Coimbatore,Tamil Nadu,67.47,46.47,75.58,52.82,27.4,57.32,21,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0447.pdf,
2020,Overall,IR-O-U-0205,Indian Institute of Technology (Indian School of Mines),Dhanbad,Jharkhand,52.15,55.69,76.38,56.13,27.95,56.05,22,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0205.pdf,
2020,Overall,IR-O-U-0273,Indian Institute of Technology Indore,Indore,Madhya Pradesh,69.47,47.56,69.7,58.93,10.0,55.94,23,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0273.pdf,
2020,Overall,IR-O-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,60.37,40.88,71.62,64.09,48.08,55.92,24,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0467.pdf,
2020,Overall,IR-O-U-0305,Indian Institute of Science Education & Research Pune,Pune,Maharashtra,69.95,45.05,59.67,60.47,29.58,55.43,25,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0305.pdf,
2020,Overall,IR-O-U-0701,Indian Institute of Technology (BHU) Varanasi,Varanasi,Uttar Pradesh,63.03,42.97,67.68,57.09,37.73,54.82,26,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0701.pdf,
2020,Overall,IR-O-U-0391,Birla Institute of Technology & Science,Pilani,Rajasthan,62.76,40.72,72.48,60.97,24.81,54.13,27,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0391.pdf,
2020,Overall,IR-O-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,48.71,54.82,67.26,58.15,35.72,53.89,28,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0490.pdf,
2020,Overall,IR-O-U-0572,Indian Institute of Science Education & Research Kolkata,Mohanpur,West Bengal,68.86,38.92,64.94,54.55,27.12,53.49,29,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0572.pdf,
2020,Overall,IR-O-U-0304,Homi Bhabha National Institute,Mumbai,Maharashtra,82.4,30.44,69.83,48.72,5.06,53.2,30,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0304.pdf,
2020,Overall,IR-O-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,70.97,40.78,55.7,57.39,21.41,52.54,31,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0496.pdf,
2020,Overall,IR-O-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,56.48,48.96,67.16,48.68,19.43,51.87,32,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0357.pdf,
2020,Overall,IR-O-U-0237,National Institute of Technology Karnataka,Surathkal,Karnataka,57.45,37.5,72.93,56.28,31.64,51.86,33,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0237.pdf,
2020,Overall,IR-O-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,51.99,48.02,75.33,46.08,20.1,51.7,34,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0308.pdf,
2020,Overall,IR-O-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,68.47,36.5,55.42,61.46,27.68,51.49,35,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0139.pdf,
2020,Overall,IR-O-U-0006,Andhra University,Visakhapatnam,Andhra Pradesh,63.77,25.99,86.1,56.86,14.03,51.24,36,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0006.pdf,
2020,Overall,IR-O-U-0107,Jamia Hamdard,New Delhi,Delhi,69.79,28.48,73.16,61.71,7.38,51.02,37,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0107.pdf,
2020,Overall,IR-O-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,72.43,25.73,71.13,63.78,9.15,50.97,38,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0363.pdf,
2020,Overall,IR-O-U-0378,Indian Institute of Technology Ropar,Rupnagar,Punjab,69.21,31.54,63.27,60.45,20.1,50.92,39,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0378.pdf,
2020,Overall,IR-O-U-0272,Indian Institute of Science Education & Research Bhopal,Bhopal,Madhya Pradesh,68.07,30.91,65.25,70.48,10.42,50.83,40,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0272.pdf,
2020,Overall,IR-O-I-1357,University of Madras,Chennai,Tamil Nadu,65.37,33.16,68.21,55.23,20.43,50.76,41,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-I-1357.pdf,
2020,Overall,IR-O-U-0260,Kerala University,Thiruvananthapuram,Kerala,73.76,19.03,86.0,51.56,5.06,50.71,42,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0260.pdf,
2020,Overall,IR-O-U-0584,Indian Institute of Engineering Science and Technology,Shibpur,West Bengal,58.92,38.96,65.97,46.0,32.64,50.41,43,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0584.pdf,
2020,Overall,IR-O-U-0078,Panjab University,Chandigarh,Chandigarh,50.08,42.83,71.27,54.9,26.27,50.24,44,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0078.pdf,
2020,Overall,IR-O-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,67.82,22.59,72.25,76.16,10.42,50.24,44,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0356.pdf,
2020,Overall,IR-O-U-0025,National Institute of Technology Warangal,Warangal,Telangana,61.97,30.19,68.87,59.82,24.21,49.82,46,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0025.pdf,
2020,Overall,IR-O-U-0235,Mysore University,Mysuru,Karnataka,62.99,19.55,92.51,54.45,10.42,49.75,47,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0235.pdf,
2020,Overall,IR-O-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,63.86,35.91,65.46,57.76,6.0,49.4,48,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0476.pdf,
2020,Overall,IR-O-U-0262,Mahatma Gandhi University,Kottayam,Kerala,69.15,30.32,71.21,46.6,5.53,49.29,49,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0262.pdf,
2020,Overall,IR-O-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,77.94,26.47,61.22,44.84,8.71,48.91,50,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0523.pdf,
2020,Overall,IR-O-I-1486,Sri Ramachandra Institute of Higher Education And Research,Chennai,Tamil Nadu,76.71,16.92,67.48,60.92,9.15,48.59,51,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-I-1486.pdf,
2020,Overall,IR-O-I-1480,Thapar Institute of Engineering & Technology,Patiala,Punjab,56.99,38.79,65.75,55.71,11.25,48.59,51,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-I-1480.pdf,
2020,Overall,IR-O-U-0027,Osmania University,Hyderabad,Telangana,55.95,25.56,86.42,55.22,12.86,48.54,53,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0027.pdf,
2020,Overall,IR-O-U-0064,Indian Institute of Technology Patna,Patna,Bihar,67.89,32.37,54.56,52.85,18.06,48.09,54,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0064.pdf,
2020,Overall,IR-O-U-0222,JSS Academy of Higher Education and Research,Mysuru,Karnataka,70.68,18.74,66.64,69.78,9.58,48.09,54,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0222.pdf,
2020,Overall,IR-O-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,56.97,36.3,59.25,55.31,25.98,47.96,56,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0355.pdf,
2020,Overall,IR-O-U-0331,Tata Institute of Social Sciences,Mumbai,Maharashtra,64.38,11.4,80.01,75.54,11.66,47.45,57,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0331.pdf,
2020,Overall,IR-O-U-0473,S. R. M. Institute of Science and Technology,Chennai,Tamil Nadu,56.48,34.43,67.43,58.58,6.47,47.27,58,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0473.pdf,
2020,Overall,IR-O-U-0377,Indian Institute of Science Education & Research Mohali,Mohali,Punjab,68.47,29.98,43.61,72.82,16.64,47.19,59,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0377.pdf,
2020,Overall,IR-O-U-0136,Gujarat University,Ahmedabad,Gujarat,68.05,13.4,83.9,55.67,3.11,47.1,60,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0136.pdf,
2020,Overall,IR-O-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,60.75,30.41,65.23,64.31,2.1,47.03,61,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0474.pdf,
2020,Overall,IR-O-U-0098,Delhi Technological University,New Delhi,Delhi,57.71,28.86,66.91,54.62,20.76,46.89,62,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0098.pdf,
2020,Overall,IR-O-U-0497,Amity University Noida,Gautam Budh Nagar,Uttar Pradesh,50.79,37.48,66.42,62.52,8.71,46.88,63,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0497.pdf,
2020,Overall,IR-O-U-0435,Alagappa University,Karaikudi,Tamil Nadu,63.66,22.69,68.36,51.63,21.09,46.85,64,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0435.pdf,
2020,Overall,IR-O-U-0056,Tezpur University,Tezpur,Assam,62.03,30.34,63.23,49.21,15.54,46.83,65,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0056.pdf,
2020,Overall,IR-O-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,65.8,24.29,64.87,66.51,1.58,46.81,66,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-I-1441.pdf,
2020,Overall,IR-O-U-0184,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,57.22,30.81,64.14,63.26,10.0,46.56,67,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0184.pdf,
2020,Overall,IR-O-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,61.83,21.53,76.24,48.81,10.0,46.14,68,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0037.pdf,
2020,Overall,IR-O-U-0589,Visva Bharati,Santiniketan,West Bengal,58.41,27.29,75.58,40.84,10.42,45.95,69,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0589.pdf,
2020,Overall,IR-O-U-0020,Koneru Lakshmaiah Education Foundation University,Vaddeswaram,Andhra Pradesh,65.54,24.52,64.0,55.66,5.06,45.89,70,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0020.pdf,
2020,Overall,IR-O-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,61.26,33.25,57.0,55.34,3.61,45.65,71,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0410.pdf,
2020,Overall,IR-O-U-0052,Gauhati University,Guwahati,Assam,59.87,17.04,81.09,55.87,6.0,45.48,72,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0052.pdf,
2020,Overall,IR-O-U-0329,Symbiosis International,Pune,Maharashtra,70.05,14.11,63.35,72.57,2.61,45.43,73,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0329.pdf,
2020,Overall,IR-O-U-0341,North Eastern Hill University,Shillong,Meghalaya,65.03,15.19,75.6,53.4,7.83,45.31,74,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0341.pdf,
2020,Overall,IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,75.2,9.71,63.68,63.64,5.06,45.08,75,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-I-1110.pdf,
2020,Overall,IR-O-U-0251,Calicut University,Malappuram,Kerala,66.18,17.39,69.3,53.19,4.58,44.71,76,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0251.pdf,
2020,Overall,IR-O-U-0448,Bharathidasan University,Tiruchirappalli,Tamil Nadu,63.49,28.38,50.92,46.57,22.99,44.7,77,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0448.pdf,
2020,Overall,IR-O-U-0196,University of Kashmir,Srinagar,Jammu and Kashmir,60.25,18.51,79.14,49.47,2.61,44.67,78,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0196.pdf,
2020,Overall,IR-O-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,52.72,12.82,85.27,75.87,3.11,44.61,79,https://www.nirfindia.org/nirfpdfcdn/2020/pdf/Overall/IR-O-U-0389.pdf,
