year,category,institute_id,name,city,state,tlr,rpc,go,oi,pr,score,rank,pdf_url,graph_url
2018,College,IR-1-C-C-C-8106,St. Joseph's College,Thrissur,Kerala,61.33,0.3,67.0,43.55,2.02,45.88,97,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/COLLEGE/IR-1-C-C-C-8106.pdf,
2018,College,IR-1-C-C-C-41134,Rathinam College of Arts and Science,Coimbatore,Tamil Nadu,52.95,0.19,72.78,64.2,0.0,45.83,98,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/COLLEGE/IR-1-C-C-C-41134.pdf,
2018,College,IR-1-C-C-C-6401,Shaheed Bhagat Singh College (Evening),Delhi,Delhi,64.4,4.43,50.21,65.33,2.99,45.8,99,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/COLLEGE/IR-1-C-C-C-6401.pdf,
2018,College,IR-2-C-OC-C-6381,Keshav Mahavidyalya,Delhi,Delhi,69.09,11.94,43.09,52.82,2.99,45.78,100,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/COLLEGE/IR-2-C-OC-C-6381.pdf,
2018,University,IR-1-O-O-U-0220,Indian Institute of Science,Bengaluru,Karnataka,84.54,91.08,75.48,43.7,100.0,82.16,1,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0220.pdf,
2018,University,IR-1-O-O-U-0109,Jawaharlal Nehru University,New Delhi,Delhi,74.71,42.6,99.12,79.32,46.28,67.57,2,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0109.pdf,
2018,University,IR-3-O-OMD-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,65.15,50.76,95.42,53.13,43.62,63.52,3,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-3-O-OMD-U-0500.pdf,
2018,University,IR-4-O-OEMA-U-0439,Anna University,Chennai,Tamil Nadu,57.31,60.76,79.15,52.55,63.22,62.82,4,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-4-O-OEMA-U-0439.pdf,
2018,University,IR-1-O-O-U-0042,University of Hyderabad,Hyderabad,Telangana,74.36,45.34,84.45,55.71,21.66,60.54,5,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0042.pdf,
2018,University,IR-2-O-OE-U-0575,Jadavpur University,Kolkata,West Bengal,57.08,57.07,91.39,36.0,35.5,59.68,6,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-2-O-OE-U-0575.pdf,
2018,University,IR-1-O-O-U-0120,University of Delhi,Delhi,Delhi,52.52,58.16,85.14,51.26,33.15,58.69,7,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0120.pdf,
2018,University,IR-1-O-O-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,74.05,43.56,71.03,58.27,31.44,58.46,8,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0436.pdf,
2018,University,IR-1-O-O-U-0323,Savitribai Phule Pune University,Pune,Maharashtra,70.7,43.64,84.55,55.29,15.04,58.24,9,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0323.pdf,
2018,University,IR-7-O-OEMALDC-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,70.28,36.87,90.56,49.03,26.3,57.78,10,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-7-O-OEMALDC-U-0496.pdf,
2018,University,IR-1-O-O-U-0234,Manipal Academy of Higher Education,Manipal,Karnataka,76.05,44.15,61.29,64.23,26.3,57.37,11,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0234.pdf,
2018,University,IR-5-O-OEMAL-U-0108,Jamia Millia Islamia,New Delhi,Delhi,72.33,33.21,82.27,68.86,11.76,56.18,12,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-5-O-OEMAL-U-0108.pdf,
2018,University,IR-1-O-C-U-0447,Bharathiar University,Coimbatore,Tamil Nadu,65.54,41.7,76.95,52.63,22.63,55.08,13,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-C-U-0447.pdf,
2018,University,IR-1-O-O-U-0570,Calcutta University,Kolkata,West Bengal,45.47,50.26,86.81,46.72,26.3,53.38,14,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0570.pdf,
2018,University,IR-1-O-D-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,83.08,29.71,62.7,59.66,3.93,52.73,15,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-D-U-0523.pdf,
2018,University,IR-3-O-OEM-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,50.3,47.42,68.43,60.02,36.71,52.68,16,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-3-O-OEM-U-0490.pdf,
2018,University,IR-3-O-OEP-U-0391,Birla Institute of Technology & Science,Pilani,Rajasthan,61.02,35.56,69.33,57.73,35.32,52.15,17,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-3-O-OEP-U-0391.pdf,
2018,University,IR-1-O-O-I-1357,University of Madras,Chennai,Tamil Nadu,66.06,33.4,68.6,53.07,26.52,51.52,18,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-I-1357.pdf,
2018,University,IR-3-O-OEP-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,53.82,48.52,69.18,52.55,15.9,51.39,19,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-3-O-OEP-U-0308.pdf,
2018,University,IR-6-O-OEMLDP-U-0078,Panjab University,Chandigarh,Chandigarh,52.59,44.75,73.16,47.52,23.58,50.94,20,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-6-O-OEMLDP-U-0078.pdf,
2018,University,IR-1-O-O-U-0446,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,70.22,29.22,63.76,79.16,2.4,50.74,21,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0446.pdf,
2018,University,IR-6-O-OEMALP-U-0006,Andhra University,Visakhapatnam,Andhra Pradesh,65.98,25.12,83.14,54.75,9.53,50.39,22,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-6-O-OEMALP-U-0006.pdf,
2018,University,IR-5-O-OEMDP-U-0107,Jamia Hamdard,New Delhi,Delhi,67.67,32.29,74.48,52.2,2.01,50.31,23,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-5-O-OEMDP-U-0107.pdf,
2018,University,IR-2-O-OD-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,74.34,23.4,66.21,63.07,7.17,49.59,24,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-2-O-OD-U-0363.pdf,
2018,University,IR-1-O-O-U-0485,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,78.6,12.99,75.58,54.06,12.07,49.22,25,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0485.pdf,
2018,University,IR-1-O-O-U-0304,Homi Bhabha National Institute,Mumbai,Maharashtra,84.14,14.18,70.13,44.74,9.85,48.98,26,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0304.pdf,
2018,University,IR-1-O-C-U-0435,Alagappa University,Karaikudi,Tamil Nadu,65.74,22.27,70.4,53.19,24.5,48.25,27,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-C-U-0435.pdf,
2018,University,IR-1-O-O-U-0027,Osmania University,Hyderabad,Telangana,55.09,25.9,93.35,44.69,5.76,48.02,28,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0027.pdf,
2018,University,IR-1-O-O-U-0056,Tezpur University,Tezpur,Assam,66.61,30.54,65.26,47.3,10.82,48.0,29,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0056.pdf,
2018,University,IR-1-O-O-U-0260,Kerala University,Thiruvananthapuram,Kerala,65.16,19.8,83.76,47.6,7.17,47.72,30,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0260.pdf,
2018,University,IR-1-O-O-U-0589,Visva Bharati,Kolkata,West Bengal,63.49,27.44,72.24,53.87,5.03,47.62,31,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0589.pdf,
2018,University,IR-1-O-O-U-0331,Tata Institute of Social Sciences,Mumbai,Maharashtra,68.98,9.77,78.3,71.56,10.18,47.46,32,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0331.pdf,
2018,University,IR-2-O-EM-I-1480,Thapar Institute of Engineering and Technology,Patiala,Punjab,58.24,34.97,65.36,57.27,3.55,47.11,33,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-2-O-EM-I-1480.pdf,
2018,University,IR-1-O-O-U-0554,G. B. Pant Universtiy of Agriculture and Technology,Pantnagar,Uttarakhand,72.14,15.04,75.45,48.16,5.03,46.56,34,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0554.pdf,
2018,University,IR-1-O-O-U-0262,Mahatma Gandhi University,Kottayam,Kerala,64.21,22.89,72.84,51.76,6.82,46.56,34,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0262.pdf,
2018,University,IR-4-O-OEML-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,53.44,34.57,64.43,58.95,11.45,46.33,36,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-4-O-OEML-U-0476.pdf,
2018,University,IR-2-O-OP-U-0222,JSS Academy of Higher Education and Research,Mysore,Karnataka,69.0,17.24,61.89,68.65,6.47,45.76,37,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-2-O-OP-U-0222.pdf,
2018,University,IR-1-O-O-U-0381,Punjab Agricultural University,Ludhiana,Punjab,80.46,19.35,54.02,42.72,5.4,45.56,38,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0381.pdf,
2018,University,IR-1-O-O-U-0052,Gauhati University,Guwahati,Assam,64.91,19.8,74.9,44.44,6.11,45.44,39,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0052.pdf,
2018,University,IR-3-O-ODP-I-1486,Sri Ramachandra Medical College and Research Institute,Chennai,Tamil Nadu,76.9,19.5,51.41,55.1,5.76,45.29,40,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-3-O-ODP-I-1486.pdf,
2018,University,IR-5-O-OEMDP-U-0473,SRM Institute of Science and Technology,Chennai,Tamil Nadu,56.87,28.54,64.68,57.57,8.53,45.17,41,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-5-O-OEMDP-U-0473.pdf,
2018,University,IR-5-O-OEMLD-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,57.32,22.53,69.57,65.94,3.55,44.81,42,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-5-O-OEMLD-U-0356.pdf,
2018,University,IR-5-O-OEMAP-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,57.73,29.45,61.31,52.43,10.5,44.71,43,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-5-O-OEMAP-U-0202.pdf,
2018,University,IR-1-O-O-U-0329,Symbiosis International,Pune,Maharashtra,69.88,12.46,60.9,71.23,6.11,44.62,44,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0329.pdf,
2018,University,IR-4-O-OEMA-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,52.38,29.43,65.31,63.14,4.3,44.34,45,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-4-O-OEMA-U-0474.pdf,
2018,University,IR-2-O-OD-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,65.4,18.67,60.34,63.92,3.17,44.0,46,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-2-O-OD-I-1441.pdf,
2018,University,IR-1-O-O-U-0196,University of Kashmir,Srinagar,Jammu and Kashmir,62.39,20.08,77.61,36.99,0.0,43.96,47,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0196.pdf,
2018,University,IR-1-O-O-U-0642,Shiv Nadar University,Chithera,Uttar Pradesh,69.21,12.55,60.17,71.18,0.0,43.68,48,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0642.pdf,
2018,University,IR-2-O-OE-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,60.43,25.94,61.66,50.03,2.01,43.44,49,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-2-O-OE-U-0037.pdf,
2018,University,IR-1-O-O-U-0159,Chaudhary Charan Singh Haryana Agricultural University,Hisar,Haryana,78.3,8.04,65.06,41.03,2.01,43.21,50,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0159.pdf,
2018,University,IR-3-O-OML-U-0195,University of Jammu,Jammu Tawi,Jammu and Kashmir,65.22,18.9,69.46,39.44,1.22,43.19,51,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-3-O-OML-U-0195.pdf,
2018,University,IR-2-O-OD-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,76.37,8.25,56.74,62.9,1.22,43.15,52,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-2-O-OD-I-1110.pdf,
2018,University,IR-6-O-OEMALP-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,48.75,30.1,62.95,62.11,5.4,42.99,53,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-6-O-OEMALP-U-0497.pdf,
2018,University,IR-1-O-O-U-0463,Madurai Kamraj University,Madurai,Tamil Nadu,61.57,28.03,49.87,45.12,16.18,42.98,54,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0463.pdf,
2018,University,IR-6-O-OEMAPC-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,65.29,12.61,63.9,65.69,0.81,42.8,55,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-6-O-OEMAPC-N-10.pdf,
2018,University,IR-2-O-EM-U-0020,Koneru Lakshmaiah Education Foundation University,Vaddeswaram,Andhra Pradesh,65.81,15.23,62.65,59.43,0.0,42.78,56,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-2-O-EM-U-0020.pdf,
2018,University,IR-1-O-O-U-0225,KLE Academy of Higher Education and Research,Belagavi,Karnataka,74.67,11.37,50.08,66.52,2.79,42.76,57,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0225.pdf,
2018,University,IR-1-O-O-U-0246,University of Agricultural Sciences,Dharwad,Karnataka,73.71,2.64,70.63,54.04,1.22,42.55,58,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0246.pdf,
2018,University,IR-3-O-OEM-U-0369,Pondicherry University,Puducherry,Pondicherry,46.64,26.49,69.92,49.6,14.76,42.36,59,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-3-O-OEM-U-0369.pdf,
2018,University,IR-1-O-O-U-0376,Guru Nanak Dev University,Amritsar,Punjab,44.09,31.78,70.3,48.22,7.17,42.36,59,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0376.pdf,
2018,University,IR-1-O-O-U-0341,North Eastern Hill University,Shillong,Meghalaya,64.85,13.43,70.21,43.1,5.03,42.34,61,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0341.pdf,
2018,University,IR-1-O-D-U-0036,Sri Venkateswara Institute of Medical Sciences,Tirupati,Andhra Pradesh,77.09,3.0,64.64,53.34,0.41,42.33,62,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-D-U-0036.pdf,
2018,University,IR-2-O-OE-U-0507,Dayalbagh Educational Institute,Agra,Uttar Pradesh,64.14,5.05,69.03,61.36,12.38,41.95,63,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-2-O-OE-U-0507.pdf,
2018,University,IR-4-O-OEMP-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,47.08,14.16,82.05,66.66,4.3,41.88,64,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-4-O-OEMP-U-0389.pdf,
2018,University,IR-1-O-O-U-0487,Tamil Nadu Veterinary & Animal Sciences University,Chennai,Tamil Nadu,74.76,7.95,58.9,47.51,3.93,41.73,65,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0487.pdf,
2018,University,IR-1-O-O-I-1361,Bharati Vidyapeeth,Pune,Maharashtra,58.92,16.06,61.04,55.26,14.76,41.71,66,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-I-1361.pdf,
2018,University,IR-1-O-O-U-0448,Bharathidasan University,Tiruchirappalli,Tamil Nadu,57.01,29.21,48.45,34.45,26.3,41.63,67,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0448.pdf,
2018,University,IR-1-O-O-U-0121,Goa University,Goa,Goa,59.83,13.77,66.09,51.58,2.01,40.66,68,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0121.pdf,
2018,University,IR-1-O-O-U-0253,Cochin University of Science and Technology,Cochin,Kerala,47.72,24.36,62.94,44.19,18.88,40.53,69,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0253.pdf,
2018,University,IR-2-O-OE-U-0098,Delhi Technological University,New Delhi,Delhi,47.77,24.12,62.86,48.83,15.04,40.52,70,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-2-O-OE-U-0098.pdf,
2018,University,IR-1-O-O-U-0181,Dr. Y. S. Parmar University of Horticulture and Forestry,Solan,Himachal Pradesh,70.9,5.81,64.86,41.18,2.01,40.3,71,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0181.pdf,
2018,University,IR-1-O-D-U-0370,Sri Balaji Vidyapeeth Mahatma Gandhi Medical College Campus,Puducherry,Pondicherry,70.72,7.06,49.79,69.45,0.0,40.25,72,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-D-U-0370.pdf,
2018,University,IR-1-O-O-U-0251,Calicut University,Malappuram,Kerala,56.36,12.73,68.89,49.73,5.76,40.06,73,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0251.pdf,
2018,University,IR-5-O-OEMAL-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,53.28,18.11,65.25,53.47,2.4,40.05,74,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-5-O-OEMAL-U-0099.pdf,
2018,University,IR-1-O-O-U-0568,Bidhan Chandra Krishi Vishwavidyalaya,Nadia,West Bengal,72.48,8.14,64.4,28.42,0.81,39.98,75,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0568.pdf,
2018,University,IR-1-O-O-I-1280,Maharshi Dayanand University,Rohtak,Haryana,48.82,19.25,72.88,47.64,1.22,39.87,76,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-I-1280.pdf,
2018,University,IR-1-O-O-U-0239,NITTE,Mangalore,Karnataka,67.62,7.8,46.46,69.28,8.53,39.7,77,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0239.pdf,
2018,University,IR-1-O-O-U-0232,Kuvempu University,Shimoga,Karnataka,60.06,12.27,69.76,39.51,0.81,39.68,78,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0232.pdf,
2018,University,IR-1-O-O-U-0453,The Gandhigram Rural Institute,Gandhigram,Tamil Nadu,52.93,17.73,59.9,52.67,10.5,39.5,79,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0453.pdf,
2018,University,IR-5-O-OEMLP-U-0164,Kurukshetra University,Kurukshetra,Haryana,52.32,14.93,76.33,36.14,3.93,39.45,80,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-5-O-OEMLP-U-0164.pdf,
2018,University,IR-1-O-O-U-0345,Mizoram University,Aizwal,Mizoram,62.55,8.03,66.17,48.71,0.81,39.36,81,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0345.pdf,
2018,University,IR-1-O-O-U-0784,Professor Jayashankar Telangana State Agricultural University,Hyderabad,Telangana,73.68,1.96,60.82,44.55,0.0,39.3,82,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0784.pdf,
2018,University,IR-1-O-O-U-0123,Anand Agricultural University,Anand,Gujarat,69.56,11.4,57.84,28.11,5.4,39.21,83,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0123.pdf,
2018,University,IR-1-O-O-U-0051,Dibrugarh University,Dibrugarh,Assam,62.45,9.6,61.99,48.38,2.79,39.13,84,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0051.pdf,
2018,University,IR-1-O-O-U-0011,Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,50.07,16.7,64.9,58.05,2.01,39.02,85,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0011.pdf,
2018,University,IR-1-O-O-U-0576,Kalyani University,Kalyani,West Bengal,40.42,21.59,79.78,39.81,3.17,38.87,86,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0576.pdf,
2018,University,IR-1-O-O-U-0050,Assam University,Silchar,Assam,58.62,14.42,62.29,41.69,2.4,38.79,87,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0050.pdf,
2018,University,IR-2-O-OD-U-0465,Meenakshi Academy of Higher Education and Research,Chennai,Tamil Nadu,70.09,3.89,54.46,55.32,0.81,38.7,88,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-2-O-OD-U-0465.pdf,
2018,University,IR-3-O-OEM-U-0460,Karunya Institute of Technology and Sciences,Coimbatore,Tamil Nadu,48.66,16.63,62.03,55.95,10.18,38.61,89,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-3-O-OEM-U-0460.pdf,
2018,University,IR-1-O-O-U-0470,Periyar University,Salem,Tamil Nadu,52.03,20.17,59.32,46.27,4.3,38.58,90,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0470.pdf,
2018,University,IR-1-O-O-U-0360,Orissa University of Agriculture & Technology,Khordha,Odisha,65.34,5.77,63.49,44.41,0.81,38.55,91,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0360.pdf,
2018,University,IR-2-O-OD-U-0250,Yenepoya,Mangalore,Karnataka,72.52,4.92,41.28,69.87,0.41,38.53,92,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-2-O-OD-U-0250.pdf,
2018,University,IR-1-O-O-U-0035,Sri Sathya Sai Institute of Higher Learning,Anantapur,Andhra Pradesh,58.9,4.18,61.69,71.09,1.62,38.53,92,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0035.pdf,
2018,University,IR-1-O-O-U-0146,Nirma University,Ahmedabad,Gujarat,53.65,11.77,61.45,54.83,7.51,38.15,94,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0146.pdf,
2018,University,IR-1-O-O-U-0347,Nagaland University,Zunheboto,Nagaland,68.12,1.16,64.87,43.41,0.41,38.14,95,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0347.pdf,
2018,University,IR-1-O-O-U-0569,The University of Burdwan,Barddhaman,West Bengal,51.36,21.23,64.62,27.42,2.4,37.68,96,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-O-U-0569.pdf,
2018,University,IR-1-O-D-U-0294,D. Y. Patil Educational Society,Kolhapur,Maharashtra,67.68,4.3,51.69,56.82,0.0,37.61,97,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-D-U-0294.pdf,
2018,University,IR-1-O-E-U-0014,International Institute of Information Technology,Hyderabad,Telangana,44.31,21.73,56.78,54.58,8.87,37.52,98,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-1-O-E-U-0014.pdf,
2018,University,IR-3-O-OEM-U-0733,PES University,Bengaluru,Karnataka,54.21,9.28,60.17,61.18,3.17,37.51,99,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-3-O-OEM-U-0733.pdf,
2018,University,IR-2-O-OE-U-0522,Jaypee Institute of Information Technology,Noida,Uttar Pradesh,43.19,17.57,60.5,53.04,18.35,37.47,100,https://www.nirfindia.org/nirfpdfcdn/2018/pdf/UNIVERSITY/IR-2-O-OE-U-0522.pdf,
2019,Engineering,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,93.55,92.39,84.36,63.99,100.0,89.05,1,https://www.nirfindia.org/nirfpdfcdn/2019/pdf/ENGINEERING/IR-E-U-0456.pdf,https://www.nirfindia.org/nirfpdfcdn/2019/graph/Engineering/1.jpg
2019,Engineering,IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,85.8,96.18,80.32,56.19,90.85,85.36,2,https://www.nirfindia.org/nirfpdfcdn/2019/pdf/ENGINEERING/IR-E-I-1074.pdf,https://www.nirfindia.org/nirfpdfcdn/2019/graph/Engineering/2.jpg
2019,Engineering,IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,89.12,95.3,76.47,48.17,89.61,84.4,3,https://www.nirfindia.org/nirfpdfcdn/2019/pdf/ENGINEERING/IR-E-U-0306.pdf,https://www.nirfindia.org/nirfpdfcdn/2019/graph/Engineering/3.jpg
