year,category,band,institute_id,name,city,state
2016,Engineering,101-150,,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,Madhya Pradesh
2016,Engineering,101-150,,AU College of Engineering (Autonomous),Visakhapatnam,Andhra Pradesh
2016,Engineering,101-150,,Banasthali Vidyapith,Banasthali,Rajasthan
2016,Engineering,101-150,,Bannari Amman Institute of Technology,Sathyamangalam,Tamil Nadu
2016,Engineering,101-150,,Bharatiya Vidya Bhavans Sardar Patel Institute of Technology,Mumbai,Maharashtra
2016,Engineering,101-150,,BNM Institute of Technology,Bengaluru,Karnataka
2016,Engineering,101-150,,Cochin University of Science and Technology,Cochin,Kerala
2016,Engineering,101-150,,CVR College of Engineering,Ibrahimpatan,Telangana
2016,Engineering,101-150,,Dayananda Sagar College of Engineering,Bengaluru,Karnataka
2016,Engineering,101-150,,Defence Institute of Advanced Technology,"Khadakwasala, Pune",Maharashtra
2016,Engineering,101-150,,Dr. B R Ambedkar National Institute of Technology,Jalandhar,Punjab
2016,Engineering,101-150,,Dr. Mahalingam College of Engineering and Technology,Pollachi,Tamil Nadu
2016,Engineering,101-150,,Gandhi Institute for Technological Advancement,Bhubaneswar,Odisha
2016,Engineering,101-150,,Ganeshi Lal Bajaj Institute of Technology and Management,Greater Noida,Uttar Pradesh
2016,Engineering,101-150,,Gayatri Vidya Parishad College of Engineering,Visakhapatnam,Andhra Pradesh
2016,Engineering,101-150,,Government College of Technology,Coimbatore,Tamil Nadu
2016,Engineering,101-150,,Heritage Institute of Technology,Kolkata,West Bengal
2016,Engineering,101-150,,"Indian Institute of Information Technology, Design & Manufacturing  Kancheepuram",Chennai,Tamil Nadu
2016,Engineering,101-150,,Institute of Engineering & Management,Kolkata,West Bengal
2016,Engineering,101-150,,Jawaharlal Nehru Technological University,Kakinada,Andhra Pradesh
2016,Engineering,101-150,,Jawaharlal Nehru Technological University,Anantapur,Andhra Pradesh
2016,Engineering,101-150,,Kamaraj College of Engineering & Technology,Virudhunagar,Tamil Nadu
2016,Engineering,101-150,,"Maharashtra Academy of Engineering and Educational Research, MIT College of Engineering",Pune,Maharashtra
2016,Engineering,101-150,,Narula Institute of Technology,Kolkata,West Bengal
2016,Engineering,101-150,,National Institute of Technology Agartala,Agratala,Tripura
2016,Engineering,101-150,,National Institute of Technology Goa,Ponda,Goa
2016,Engineering,101-150,,National Institute of Technology Jamshedpur,Jamshedpur,Jharkhand
2016,Engineering,101-150,,National Institute of Technology Patna,Patna,Bihar
2016,Engineering,101-150,,National Institute of Technology Raipur,Raipur,Chhattisgarh
2016,Engineering,101-150,,NITTE Meenakshi Institute of Technology,Bengaluru,Karnataka
2016,Engineering,101-150,,R.M.D. Engineering College,Kavaraipettai,Tamil Nadu
2016,Engineering,101-150,,Rajalakshmi Engineering College Engineering & Technology,Chennai,Tamil Nadu
2016,Engineering,101-150,,Sardar Patel College of Engineering,Mumbai,Maharashtra
2016,Engineering,101-150,,"School of Engineering, Cochin University of Science and Technology",Cochin,Kerala
2016,Engineering,101-150,,SCTR`s Pune Institute of Computer Technology,Pune,Maharashtra
2016,Engineering,101-150,,Shri Mata Vaishno Devi University,Katra,Jammu & Kashmir
2016,Engineering,101-150,,Shri Vishnu Engineering College for Women,Bhimavaram,Andhra Pradesh
2016,Engineering,101-150,,Sona College of Technology,Salem,Tamil Nadu
2016,Engineering,101-150,,Sri Jayachamarajendra College of Engineering,Mysore,Karnataka
2016,Engineering,101-150,,Sri Krishna College of Engineering and Technology,Coimbatore,Tamil Nadu
2016,Engineering,101-150,,Sri Ramakrishna Engineering College,Coimbatore,Tamil Nadu
2016,Engineering,101-150,,The National Institute of Engineering,Mysore,Karnataka
2016,Engineering,101-150,,TKM College of Engineering,Kollam,Kerala
2016,Engineering,101-150,,University Institute of Engineering and Technology,Chandigarh,Chandigarh
2016,Engineering,101-150,,Vasavi College of Engineering,Hyderabad,Telangana
2016,Engineering,101-150,,Veermata Jijabai Technological Institute,Mumbai,Maharashtra
2016,Engineering,101-150,,Velagapudi Ramakrishna Siddhartha Engineering College,Vijayawada,Andhra Pradesh
2016,Engineering,101-150,,VNR Vignana Jyothi Institute of Engineering & Technology,Hyderabad,Telangana
2016,Engineering,101-150,,Walchand College of Engineering,Sangli,Maharashtra
2016,Engineering,101-150,,Yeshwantrao Chavan College of Engineering,Nagpur,Maharashtra
2016,Engineering,101-150,,YMCA University of Science & Tech (Formerely YMCA Institute of Engineering),Faridabad,Haryana
2016,Engineering,151-200,,ABES Engineering College,Ghaziabad,Uttar Pradesh
2016,Engineering,151-200,,Academy of Technology,Hooghly,West Bengal
2016,Engineering,151-200,,All India Shri Shivaji Memorial Society`s College of Engineering,Pune,Maharashtra
2016,Engineering,151-200,,Annamalai University,Annamalainagar,Tamil Nadu
2016,Engineering,151-200,,B V V Sangha`s Basaveshwar Engineering College,Bagalkot,Karnataka
2016,Engineering,151-200,,Bhilai Institute of Technology,Durg,Chhattisgarh
2016,Engineering,151-200,,Birla Vishvakarma Mahavidyalaya,Vallabh Vidyanagar,Gujarat
2016,Engineering,151-200,,Easwari Engineering College,Chennai,Tamil Nadu
2016,Engineering,151-200,,Fr. C. Rodrigues Institute of Technology,Navi Mumbai,Maharashtra
2016,Engineering,151-200,,Fr. Conceicao Rodrigues College of Engineering,Mumbai,Maharashtra
2016,Engineering,151-200,,Francis Xavier Engineering College,Tirunelveli,Tamil Nadu
2016,Engineering,151-200,,GMR Institute of Technology,Rajam,Andhra Pradesh
2016,Engineering,151-200,,Gokaraju Rangaraju Institute of Engineering & Technology,Hyderabad,Telangana
2016,Engineering,151-200,,Haldia Institute of Technology,Haldia,West Bengal
2016,Engineering,151-200,,Institute of Aeronautical Engineering,Hyderabad,Telangana
2016,Engineering,151-200,,JNTUA College of Engineering,Anantapur,Andhra Pradesh
2016,Engineering,151-200,,JNTUH College of Engineering,Hyderabad,Telangana
2016,Engineering,151-200,,JSS Academy of Technical Education,Bengaluru,Karnataka
2016,Engineering,151-200,,K S R College of Engineering,Tiruchengode,Tamil Nadu
2016,Engineering,151-200,,K.L.S. Gogte Institute of Technology,Belgaum,Karnataka
2016,Engineering,151-200,,Kakatiya Institute of Technology & Science,Warangal,Telangana
2016,Engineering,151-200,,Kasegaon Education Society`s Rajarambapu Institute of Technology,Islampur,Maharashtra
2016,Engineering,151-200,,KIET Group of Institutions,Ghaziabad,Uttar Pradesh
2016,Engineering,151-200,,Kurukshetra University,Kurukshetra,Haryana
2016,Engineering,151-200,,M.G.R. Educational and Research Institute,Chennai,Tamil Nadu
2016,Engineering,151-200,,Maharaja Surajmal Institute of Technology,New Delhi,Delhi
2016,Engineering,151-200,,Maharishi Markandeshwar University,Ambala,Haryana
2016,Engineering,151-200,,Maharshi Karve Stree Shikshan Samstha`s Cummins College of Engineering for Women,Pune,Maharashtra
2016,Engineering,151-200,,Mahatma Gandhi Institute of Technology,Hyderabad,Telangana
2016,Engineering,151-200,,MLR Institute of Technology,Hyderabad,Telangana
2016,Engineering,151-200,,National Engineering College,Kovilpatti,Tamil Nadu
2016,Engineering,151-200,,National Institute of Science & Technology,Berhampur,Odisha
2016,Engineering,151-200,,National Institute of Technology Nagaland,Dimapur,Nagaland
2016,Engineering,151-200,,North Eastern Regional Institute of Science & Technology,Itanagar,Arunachal Pradesh
2016,Engineering,151-200,,Padmasri Dr. B.V. Raju Institute of Technology,Medak,Telangana
2016,Engineering,151-200,,Pimpri Chinchwad College of Engineering,Pune,Maharashtra
2016,Engineering,151-200,,Pravara Rural Engineering College,Loni,Maharashtra
2016,Engineering,151-200,,R.V.R. &  J.C. College of Engineering,Guntur,Andhra Pradesh
2016,Engineering,151-200,,Sree Vidyanikethan Engineering College,A.Rangampet,Andhra Pradesh
2016,Engineering,151-200,,Sri Krishna College of Technology,Coimbatore,Tamil Nadu
2016,Engineering,151-200,,Sri Sai Ram Institute of Technology,Chennai,Tamil Nadu
2016,Engineering,151-200,,University of Petroleum and Energy Studies,Dehradun,Uttarakhand
2016,Engineering,151-200,,Vardhaman College of Engineering,Hyderabad,Telangana
2016,Engineering,151-200,,Veer Surendra Sai University of Technology,Burla,Odisha
2016,Engineering,151-200,,Vel Tech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College,Morai,Tamil Nadu
2016,Engineering,151-200,,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College,Morai,Tamil Nadu
2016,Engineering,151-200,,Velammal Engineering College,Chennai,Tamil Nadu
2016,Engineering,151-200,,Vishwakarma Institute of Technology,Pune,Maharashtra
2016,Engineering,151-200,,Walchand Institute of Technology,Solapur,Maharashtra
2016,Overall,101-150,,Alagappa University,Karaikudi,Tamil Nadu
2016,Overall,101-150,,Assam University,Silchar,Assam
2016,Overall,101-150,,B.M.S. College of Engineering,Bengaluru,Karnataka
2016,Overall,101-150,,Bharathidasan University,Tiruchirappalli,Tamil Nadu
2016,Overall,101-150,,Bharati Vidyapeeth Deemed University College of Engineering,Pune,Maharashtra
2016,Overall,101-150,,Cochin University of Science and Technology,Cochin,Kerala
2016,Overall,101-150,,Dayalbagh Educational Institute,Agra,Uttar Pradesh
2016,Overall,101-150,,Dibrugarh University,Dibrugarh,Assam
2016,Overall,101-150,,G. H. Raisoni College of Engineering,Nagpur,Maharashtra
2016,Overall,101-150,,Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh
2016,Overall,101-150,,Goa University,Goa,Goa
2016,Overall,101-150,,Guru Gobind Singh Indraprastha University,New Delhi,Delhi
2016,Overall,101-150,,Guru Nanak Dev University,Amritsar,Punjab
2016,Overall,101-150,,Indian Institute of Management Indore,Indore,Madhya Pradesh
2016,Overall,101-150,,Indian Institute of Management Raipur,Raipur,Chhattisgarh
2016,Overall,101-150,,Indian Institute of Management Ranchi,Ranchi,Jharkhand
2016,Overall,101-150,,Indian Institute of Science Education & Research,Thiruvananthapuram,Kerala
2016,Overall,101-150,,Jaypee Institute of Information Technology,Noida,Uttar Pradesh
2016,Overall,101-150,,Jaypee University of Information Technology,Solan,Himachal Pradesh
2016,Overall,101-150,,Kalyani University,Kalyani,West Bengal
2016,Overall,101-150,,Karpagam Academy of Higher Education,Coimbatore,Tamil Nadu
2016,Overall,101-150,,Karunya Institute of Technology and Sciences,Coimbatore,Tamil Nadu
2016,Overall,101-150,,Madurai Kamraj University,Madurai,Tamil Nadu
2016,Overall,101-150,,Mahatma Gandhi Unversity,Kottayam,Kerala
2016,Overall,101-150,,Meenakshi Academy of Higher Education and Research,Chennai,Tamil Nadu
2016,Overall,101-150,,Motilal Nehru National Institute of Technology,Allahabad,Uttar Pradesh
2016,Overall,101-150,,National Institute of Technology Durgapur,Durgapur,West Bengal
2016,Overall,101-150,,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh
2016,Overall,101-150,,National Institute of Technology Manipur,Manipur,Manipur
2016,Overall,101-150,,Nirma University,Ahmedabad,Gujarat
2016,Overall,101-150,,NITTE University,Mangalore,Karnataka
2016,Overall,101-150,,Periyar University,Salem,Tamil Nadu
2016,Overall,101-150,,PES University,Bengaluru,Karnataka
2016,Overall,101-150,,Rajasthan University,Jaipur,Rajasthan
2016,Overall,101-150,,Rajasthan University of Veterinary & Animal Sciences,Bikaner,Rajasthan
2016,Overall,101-150,,Rajiv Gandhi University,Itanagar,Arunachal Pradesh
2016,Overall,101-150,,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat
2016,Overall,101-150,,Shri Ramdeobaba College of Engineering and Management,Nagpur,Maharashtra
2016,Overall,101-150,,Sri Balaji Vidyapeeth Mahatma Gandhi Medical College Campus,Puducherry,Puducherry
2016,Overall,101-150,,Sri Krishnadevaraya University,Anantapur,Andhra Pradesh
2016,Overall,101-150,,Sri Sathya Sai Institute of Higher Learning,Anantapur,Andhra Pradesh
2016,Overall,101-150,,Sri Venkateswara Veterinary University,Tirupati,Andhra Pradesh
2016,Overall,101-150,,The Gandhigram Rural Institute,Gandhigram,Tamil Nadu
2016,Overall,101-150,,Thiagarajar College of Engineering,Madurai,Tamil Nadu
2016,Overall,101-150,,University of Allahabad,Allahabad,Uttar Pradesh
2016,Overall,101-150,,University of Jammu,Jammu Tawi,Jammu & Kashmir
2016,Overall,101-150,,University of Kashmir,Srinagar,Jammu & Kashmir
2016,Overall,101-150,,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu
2016,Overall,101-150,,Vidyasagar University,Medinipur,West Bengal
2016,Overall,101-150,,Visvesvaraya National Institute of Technology,Nagpur,Maharashtra
2016,Overall,151-200,,Acharaya Nagarjuna University,Guntur,Andhra Pradesh
2016,Overall,151-200,,AU College of Arts and Commerce,Visakhapatnam,Andhra Pradesh
2016,Overall,151-200,,B.S. Abdur Rahman Institute of Science and Technology,Chennai,Tamil Nadu
2016,Overall,151-200,,Bhaskara Charya College of Applied Science,New Delhi,Delhi
2016,Overall,151-200,,C.V. Raman College of Engineering,Bhubaneswar,Odisha
2016,Overall,151-200,,Central University of Rajasthan,Kishangarh,Rajasthan
2016,Overall,151-200,,Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana
2016,Overall,151-200,,Chettinad Academy of Research and Education,Chennai,Tamil Nadu
2016,Overall,151-200,,Dyal Singh College,New Delhi,Delhi
2016,Overall,151-200,,Deen Dayal Upadhyaya College,New Delhi,Delhi
2016,Overall,151-200,,Dhirubhai Ambani Institute of Information and Communication Technology,Gandhinagar,Gujarat
2016,Overall,151-200,,Dr. B R Ambedkar National Institute of Technology,Jalandhar,Punjab
2016,Overall,151-200,,Dr. Mahalingam College of Engineering and Technology,Pollachi,Tamil Nadu
2016,Overall,151-200,,Gayatri Vidya Parishad College of Engineering,Visakhapatnam,Andhra Pradesh
2016,Overall,151-200,,Gokaraju Rangaraju Institute of Engineering & Technology,Hyderabad,Telangana
2016,Overall,151-200,,Guru Jambeshwar University of Science and Technology,Hissar,Haryana
2016,Overall,151-200,,Indian Institute of Management Rohtak,Rohtak,Haryana
2016,Overall,151-200,,Indraprastha Institute of Information Technology,New Delhi,Delhi
2016,Overall,151-200,,Institute of Engineering & Management,Kolkata,West Bengal
2016,Overall,151-200,,Jawaharlal Nehru Technological University,Kakinada,Andhra Pradesh
2016,Overall,151-200,,Jawaharlal Nehru Technological University,Anantapur,Andhra Pradesh
2016,Overall,151-200,,Kerala Veterinary & Animal Sciences University,Wayanad,Kerala
2016,Overall,151-200,,KIET Group of Institutions,Ghaziabad,Uttar Pradesh
2016,Overall,151-200,,Kumaraguru College of Technology,Coimbatore,Tamil Nadu
2016,Overall,151-200,,Kuvempu University,Shankaraghatta,Karnataka
2016,Overall,151-200,,Maharashtra Institute of Technology,Pune,Maharashtra
2016,Overall,151-200,,Malaviya National Institute of Technology,Jaipur,Rajasthan
2016,Overall,151-200,,Manipur University,Imphal,Manipur
2016,Overall,151-200,,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh
2016,Overall,151-200,,Maulana Azad National Urdu University,Gachibowli,Telangana
2016,Overall,151-200,,Mepco Schlenk Engineering College,Sivakasi,Tamil Nadu
2016,Overall,151-200,,Mumbai University,Mumbai,Maharashtra
2016,Overall,151-200,,Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra
2016,Overall,151-200,,National Institute of Industrial Engineering,Mumbai,Maharashtra
2016,Overall,151-200,,National Institute of Technology Kurukshetra,Kurukshetra,Haryana
2016,Overall,151-200,,National Institute of Technology Silchar,Silchar,Assam
2016,Overall,151-200,,National Institute of Technology Meghalaya,Shillong,Meghalaya
2016,Overall,151-200,,National Institute of Technology Raipur,Raipur,Chhattisgarh
2016,Overall,151-200,,R.M.D. Engineering College,Kavaraipettai,Tamil Nadu
2016,Overall,151-200,,R.M.K. Engineering College,Kavaraipettai,Tamil Nadu
2016,Overall,151-200,,R.V.R. & J.C. College of Engineering,Guntur,Andhra Pradesh
2016,Overall,151-200,,Sardar Patel University,Anand,Gujarat
2016,Overall,151-200,,Sikkim Manipal University,Gangtok,Sikkim
2016,Overall,151-200,,Sona College of Technology,Salem,Tamil Nadu
2016,Overall,151-200,,Sri Krishna College of Engineering and Technology,Coimbatore,Tamil Nadu
2016,Overall,151-200,,Sri Krishna College of Technology,Coimbatore,Tamil Nadu
2016,Overall,151-200,,Sri Sai Ram Engineering College,Chennai,Tamil Nadu
2016,Overall,151-200,,Sri Venkateswara College of Engineering,Sriperambudur,Tamil Nadu
2016,Overall,151-200,,Yenepoya University,Mangalore,Karnataka
2016,Overall,151-200,,Yeshwantrao Chavan College of Engineering,Nagpur,Maharashtra
2016,College,101-150,,Ahmednagar Jilha Maratha Vidya Prasarak Samajs New Arts Commerce & Science College,Parner',Maharashtra
2016,College,101-150,,Arumugam Pillai Seethai Ammal College,Sivagangai,Tamil Nadu
2016,College,101-150,,Ashok & Rita Patel Institute of Integrated Study & Research In Biotechnology and Allied Sciences,Vithal Udyognagar,Gujarat
2016,College,101-150,,Bapatla College of Arts & Science,Guntur,Andhra Pradesh
2016,College,101-150,,Bharati Vidyapeeth`s Dr. Patangarao Kadam Mahavidyalaya,Sangli,Maharashtra
2016,College,101-150,,Bharati Vidyapeeth`s Institute of Environment Education & Research,Pune,Maharashtra
2016,College,101-150,,Chaitanya Degree College,Warangal,Telangana
2016,College,101-150,,D.A.V. College for Girls,Yamuna Nagar,Haryana
2016,College,101-150,,DAV College,Chandigarh,Chandigarh
2016,College,101-150,,Dhananjayrao Gadgil College of Commerce,Satara,Maharashtra
2016,College,101-150,,Dnyanprassarak Mandal's College and Research Centre,Goa,Goa
2016,College,101-150,,Dr Lankapalli Bullayya P.G. College,Visakhapatnam,Andhra Pradesh
2016,College,101-150,,Dr. R.V. Arts and Science College,Coimbatore,Tamil Nadu
2016,College,101-150,,Dr. G.Y.Pathrikar College of Computer Science and Information Technology,Aurangabad,Maharashtra
2016,College,101-150,,Fazl Ali College,Mokokchung,Nagaland
2016,College,101-150,,Government College,Rajahmundry,Andhra Pradesh
2016,College,101-150,,"Government Degree College, Srisailam Project",Kurnool,Andhra Pradesh
2016,College,101-150,,Govt. Degree College,Kurnool,Andhra Pradesh
2016,College,101-150,,Govt. Vidarbha Institute of Science & Humanities,Amravati,Maharashtra
2016,College,101-150,,Holkar Science College,Indore,Madhya Pradesh
2016,College,101-150,,J.M.J. College for Women,Guntur,Andhra Pradesh
2016,College,101-150,,Jagarlamudi Kuppuswamy Choundry College,Guntur,Andhra Pradesh
2016,College,101-150,,Jawaharlal Nehru Rajkeeya Mahavidyalaya,Port Blair,Andaman & Nicobar
2016,College,101-150,,Maharajah`s College,Vizianagaram,Andhra Pradesh
2016,College,101-150,,Murgaon Education Society`s College of Arts and Commerce,Goa,Goa
2016,College,101-150,,"New Arts, Commerce and Science College",Ahmednagar,Maharashtra
2016,College,101-150,,P.B. Sidhartha College of Arts and Science,Vijayawada,Andhra Pradesh
2016,College,101-150,,"Padmashri Vikhe Patil College of Arts, Science & Commerce",Ahmednagar,Maharashtra
2016,College,101-150,,Prabhas Degree College,Vijayawada,Andhra Pradesh
2016,College,101-150,,Raja Lakhama Gonda Science Institute,Belgaum,Karnataka
2016,College,101-150,,Rajarshi Shahu Mahavidyalaya,Latur,Maharashtra
2016,College,101-150,,Rosary College of Commerce and Arts,South Goa,Goa
2016,College,101-150,,S.V.R.M. College,Guntur,Andhra Pradesh
2016,College,101-150,,Sadguru Gadge Maharaja College,Satara,Maharashtra
2016,College,101-150,,Sangameshwar College,Solapur,Maharashtra
2016,College,101-150,,Saraswati Mahila Mahavidyalaya,Faridabad,Haryana
2016,College,101-150,,Shri Shivaji Mahavidyalaya,Solapur,Maharashtra
2016,College,101-150,,Sri Bijivemula Veera Reddy Degree College,Badvel,Andhra Pradesh
2016,College,101-150,,Sri Guraijada Apparao Govt. Degree College,Visakhapatnam,Andhra Pradesh
2016,College,101-150,,Sri Ramakrishna Degree College,Nandyal,Andhra Pradesh
2016,College,101-150,,St. Joseph`s Evening College,Bengaluru,Karnataka
2016,College,101-150,,St. Xavier`s College,Ranchi,Jharkhand
2016,College,101-150,,Subharam Government Degree College,Punganur,Andhra Pradesh
2016,College,101-150,,Suryadatta College of Hospitality Management & Travel Tourism,Pune,Maharashtra
2016,College,101-150,,Swahid Peoli Phukon College,Sibsagar,Assam
2016,College,101-150,,Thassim Beevi Abdul Kader College for Women,Ramanathapuram,Tamil Nadu
2016,College,101-150,,The Quaid-E-Milleth College for Men,Kancheepuram,Tamil Nadu
2016,College,101-150,,Vasantha College for Women,Varanasi,Uttar Pradesh
2016,College,101-150,,Women`s College,Tinsukia,Assam
2016,College,101-150,,Y.A. Govt. College for Women,Prakasam,Andhra Pradesh
2016,College,101-150,,"Yashwantrao Mohite College of Arts, Science and Commerce",Pune,Maharashtra
2016,College,151-200,,Aditya Degree College,Visakhapatnam,Andhra Pradesh
2016,College,151-200,,Balasaheb Desai College,Satara,Maharashtra
2016,College,151-200,,C.P. Patel & F.H. Shah Commerce College,Anand,Gujarat
2016,College,151-200,,Chaitanya Degree College for Women,Visakhapatnam,Andhra Pradesh
2016,College,151-200,,Chaitanya PG College,Warangal,Telangana
2016,College,151-200,,CSSR & SRRM Degree & PG College,Kamalapuram,Andhra Pradesh
2016,College,151-200,,D.B.F. Dayanand College of Arts & Science,Solapur,Maharashtra
2016,College,151-200,,Deogiri College,Aurangabad,Maharashtra
2016,College,151-200,,Digboi College,Tinsukia,Assam
2016,College,151-200,,Drg Government Degree College,Tadepalligudem,Andhra Pradesh
2016,College,151-200,,Government College for Men,Kurnool,Andhra Pradesh
2016,College,151-200,,Government Science College,Ahmedabad,Gujarat
2016,College,151-200,,Govt. College for Women,"Nawakadal, Srinagar",Jammu & Kashmir
2016,College,151-200,,Govt. Degree College,Chittoor,Andhra Pradesh
2016,College,151-200,,Govt. Gandhi Memorial Science College,Jammu,Jammu & Kashmir
2016,College,151-200,,H L College of Commerce,Ahmedabad,Gujarat
2016,College,151-200,,J.Z. Shah Arts & H.P. Desai Commerce College,Surat,Gujarat
2016,College,151-200,,Khowang College,Khowang Ghat,Assam
2016,College,151-200,,KLES`s Jagadguru Tontadarya College,Gadag,Karnataka
2016,College,151-200,,Lal Bhai Dalpathbhai Arts College,Ahmedabad,Gujarat
2016,College,151-200,,Mary Matha College of Arts  & Science,Theni,Tamil Nadu
2016,College,151-200,,Maulana Azad College of Arts & Science & Commerce,Aurangabad,Maharashtra
2016,College,151-200,,MVR Degree College,Visakhapatnam,Andhra Pradesh
2016,College,151-200,,N.B.K.R. Arts & Science College,Nellor,Andhra Pradesh
2016,College,151-200,,Nanda Nath Saikia College,Jorhat,Assam
2016,College,151-200,,Nazira College,Sibsagar,Assam
2016,College,151-200,,P.S.C. & K.V.S.C. Govt. College,Kurnool,Andhra Pradesh
2016,College,151-200,,"Pravara Rural Education Society's Arts, Science and Commerece College",Ahmednagar,Maharashtra
2016,College,151-200,,R K Degree College,Vizianagaram,Andhra Pradesh
2016,College,151-200,,Raja Shripatrao Bhagawantrao Mahavidyalaya Aundh,Satara,Maharashtra
2016,College,151-200,,Rayat Shikshan Sanstha's Karmveer Bhaurao Patil College,New Mumbai,Maharashtra
2016,College,151-200,,S.A. Jain College,Ambala,Haryana
2016,College,151-200,,S.R.R. & C.V.R. Govt. Degree College,Krisna,Andhra Pradesh
2016,College,151-200,,S.V. Degree College,Cuddapah,Andhra Pradesh
2016,College,151-200,,Sandan Lal Sanwal Das Khanna Mahila Mahavidyalaya,Allahabad,Uttar Pradesh
2016,College,151-200,,Science College,Kokrajhar,Assam
2016,College,151-200,,Seethalakshmi Ramaswamy College,Tiruchirapalli,Tamil Nadu
2016,College,151-200,,Shiksha Mandal's Govindram Seksaria College of Commerce,Wardha,Maharashtra
2016,College,151-200,,"Shikshan Prasarak Sanstha`s Sangamner Nagarpalika Arts, D.J. Malpani Commerce and B.N. Sarda Science College",Ahmednagar,Maharashtra
2016,College,151-200,,Silapather College,Lakhimpur,Assam
2016,College,151-200,,Smt. Kasturbai Walchand College of Arts and Science,Sangli,Maharashtra
2016,College,151-200,,Sreepada Degree College,Visakhapatnam,Andhra Pradesh
2016,College,151-200,,Sri Murali Krishna Degree College,Visakhapatnam,Andhra Pradesh
2016,College,151-200,,St. Ann`s College for Women,Guntur,Andhra Pradesh
2016,College,151-200,,Suryadatta College of Management Information Research & Technology,Pune,Maharashtra
2016,College,151-200,,Tellakula JPS College,Guntur,Andhra Pradesh
2016,College,151-200,,Tinsukia College,Tinsukia,Assam
2016,College,151-200,,Yadaorao Poshattiwar Arts College,Talodhi,Maharashtra
2016,College,151-200,,Yashwantrao Chavan Warana Mahavidyalaya,Kolhapur,Maharashtra
2016,University,101-150,,Acharaya Nagarjuna University,Guntur,Andhra Pradesh
2016,University,101-150,,Ambedkar University Delhi (AUD),Delhi,Delhi
2016,University,101-150,,Avinashilingam Institute for Home Science & Higher Education for Women,Coimbatore,Tamil Nadu
2016,University,101-150,,Central University of Gujarat,Gandhinagar,Gujarat
2016,University,101-150,,Central University of Haryana,Mahendergarh,Haryana
2016,University,101-150,,Central University of Kashmir,Srinagar,Jammu And Kashmir
2016,University,101-150,,Central University of Kerala,Kasaragod,Kerala
2016,University,101-150,,Central University of Punjab,Bathinda,Punjab
2016,University,101-150,,Central University of Rajasthan,Bandar Sindri,Rajasthan
2016,University,101-150,,Chettinad Academy of Research and Education,Chennai,Tamil Nadu
2016,University,101-150,,Chitkara  University,Rajpura,Punjab
2016,University,101-150,,Devi Ahilya Vishwavidyalaya,Indore,Madhya Pradesh
2016,University,101-150,,Dharmsinh Desai University,Nadiad,Gujarat
2016,University,101-150,,Dhirubhai Ambani Institute of Information and Communication Technology,Gandhinagar,Gujarat
2016,University,101-150,,Dr. Babasaheb Ambedkar Marathwada University,Aurangabad,Maharashtra
2016,University,101-150,,Dr. Harisingh Gour Vishwavidyalaya,Sagar,Madhya Pradesh
2016,University,101-150,,English & Foreign Languages University,Hyderabad,Telangana
2016,University,101-150,,Fakir Mohan University,Balasore,Odisha
2016,University,101-150,,Graphic Era University,Dehradun,Uttarakhand
2016,University,101-150,,Gujarat University,Ahmedabad,Gujarat
2016,University,101-150,,Guru Jambeshwar University of Science and Technology,Hissar,Haryana
2016,University,101-150,,Himachal Pradesh University,Shimla,Himachal Pradesh
2016,University,101-150,,Indraprastha Institute of Information Technology Delhi,New Delhi,Delhi
2016,University,101-150,,Jawaharlal Nehru Technological University,Anantapur,Andhra Pradesh
2016,University,101-150,,Kalasalingam Academy of Research and Higher Education,Srivilliputtur,Tamil Nadu
2016,University,101-150,,Kerala Veterinary & Animal Sciences University,Wayanad,Kerala
2016,University,101-150,,Kuvempu University,Gnana Sahyadri,Karnataka
2016,University,101-150,,Maharishi Markandeshwar University,Ambala,Haryana
2016,University,101-150,,Manipur University,Imphal,Manipur
2016,University,101-150,,Maulana Azad National Urdu University,Gachibowli,Telangana
2016,University,101-150,,Medi-Caps University,Indore,Madhya Pradesh
2016,University,101-150,,Mumbai University,Mumbai,Maharashtra
2016,University,101-150,,North Maharashtra University,Umavinagar,Maharashtra
2016,University,101-150,,Pt.Ravishankar Shukla University,Raipur,Chhattisgarh
2016,University,101-150,,Sant Longowal Institute of Engineering & Technology,Longowal,Punjab
2016,University,101-150,,Sardar Patel University,Anand,Gujarat
2016,University,101-150,,Saurashtra University,Rajkot,Gujarat
2016,University,101-150,,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh
2016,University,101-150,,Shri Mata Vaishno Devi University,Katra,Jammu And Kashmir
2016,University,101-150,,Sikkim Manipal University,Gangtok,Sikkim
2016,University,101-150,,Sri Chandrasekharendra Saraswathi Vishwa Mahavidyalaya,Kancheepuram,Tamil Nadu
2016,University,101-150,,Telangana University,Nizamabad,Telangana
