year,category,band,institute_id,name,city,state
2021,Engineering,,,Sardar Patel College of Engineering,Mumbai,Maharashtra
2021,Engineering,,,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat
2021,Engineering,,,Sarvajanik College of Engineering & Technology,Surat,Gujarat
2021,Engineering,,,Sasi Institute of Technology & Engineering,Tadepalligudem,Andhra Pradesh
2021,Engineering,,,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu
2021,Engineering,,,Saveetha Engineering College,Sriperumbudur,Tamil Nadu
2021,Engineering,,,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu
2021,Engineering,,,SCAD College of Engineering and Technology,Cheranmahadevi,Tamil Nadu
2021,Engineering,,,Scholar's Institute Of Technology & Management,Guwahati,Assam
2021,Engineering,,,School of Engineering and Technology,Soldha,Haryana
2021,Engineering,,,"School of Engineering, Cochin University of Science and Technology",Cochin,Kerala
2021,Engineering,,,Scient Institute of Technology,Hyderabad,Telangana
2021,Engineering,,,SCMS School of Engineering & Technology,Cochin,Kerala
2021,Engineering,,,Scope College of Engineering,Bhopal,Madhya Pradesh
2021,Engineering,,,SCTR's Pune Institute of Computer Technology,Pune,Maharashtra
2021,Engineering,,,"SEA College of Engineering & Technology, BANGALORE",Bangalore,Karnataka
2021,Engineering,,,Seacom Engineering College,Haora,West Bengal
2021,Engineering,,,Seacom Skills University,Shantineketan,West Bengal
2021,Engineering,,,Sengunthar College of Engineering,Tiruchengode,Tamil Nadu
2021,Engineering,,,Sengunthar Engineering College,Tiruchengode,Tamil Nadu
2021,Engineering,,,Seshachala Institute of Technology,Puttur,Andhra Pradesh
2021,Engineering,,,"SES's R.C.Patel Institute of Technology, Shirpur",Shirpur,Maharashtra
2021,Engineering,,,Seth Jai Parkash Mukand Lal Institute of Engineering & Technology,Yamunanagar,Haryana
2021,Engineering,,,Sethu Institute of Technology,Virudhunagar,Tamil Nadu
2021,Engineering,,,SF's Sandip Institute of Technology and Research Centre,Mahiravani,Maharashtra
2021,Engineering,,,Shadan College of Engineering & Technology,Hyderabad,Telangana
2021,Engineering,,,Shadan Women's College of Engineering & Technology,Hyderabad,Telangana
2021,Engineering,,,Shah And Anchor Kutchhi Engineering College,Mumbai Suburban,Maharashtra
2021,Engineering,,,Shaheed Bhagat Singh State Technical Campus,Ferozepur,Punjab
2021,Engineering,,,Shanmuganathan Engineering College,Pudukkottai,Tamil Nadu
2021,Engineering,,,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu
2021,Engineering,,,Shantilal Shah Engineering College,Bhavnagar,Gujarat
2021,Engineering,,,Sharda University,Greater Noida,Uttar Pradesh
2021,Engineering,,,Sharnbasva University,Kalaburagi,Karnataka
2021,Engineering,,,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh
2021,Engineering,,,Shree Chanakya Education Society's Indira College,Pune,Maharashtra
2021,Engineering,,,Shree Rama Educational Society Group of Institutions,Tirupati,Andhra Pradesh
2021,Engineering,,,Shree Rayeshwar Institute of Engineering and Information Technology,Goa,Goa
2021,Engineering,,,Shree Swami Atmanand Saraswati Institute of Technology,Surat,Gujarat
2021,Engineering,,,Shreeyash Pratishthan`s Shreeyash College of Engineering and Technology,Aurangabad,Maharashtra
2021,Engineering,,,"Shri Ambabai Talim Sanstha's Sanjay Bhokre Group of Institutes, Miraj",Sangli,Maharashtra
2021,Engineering,,,Shri Balasaheb Mane Shikshan Prasarak Mandal Ambap`s Ashokrao Mane Group  of Institutions,Kolhapur,Maharashtra
2021,Engineering,,,Shri G. S. Institute of Technology & Science,Indore,Madhya Pradesh
2021,Engineering,,,Shri Guru Gobind Singhji Institute of Engineering and Technology,Nanded,Maharashtra
2021,Engineering,,,Shri Labhubhai Trivedi Institute of Engineering and Technology,Rajkot,Gujarat
2021,Engineering,,,Shri Madhwa Vadiraja Institute of Technology & Management,Bantakal,Karnataka
2021,Engineering,,,Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir
2021,Engineering,,,Shri Neminath Jain Brahmacharyashramas College of Engineering,Nashik,Maharashtra
2021,Engineering,,,Shri Ram College of Engineering & Management,Banmore,Madhya Pradesh
2021,Engineering,,,Shri Ram Murti Smarak College of Engineering & Technology,Bareilly,Uttar Pradesh
2021,Engineering,,,Shri Ramdeobaba College of Engineering and Management,Nagpur,Maharashtra
2021,Engineering,,,Shri Ramswaroop Memorial College of Engineering & Management,Lucknow,Uttar Pradesh
2021,Engineering,,,Shri Ramswaroop Memorial University,Bararbanki,Uttar Pradesh
2021,Engineering,,,Shri Sant Gajanan Maharaj Engineering College,Shegaon,Maharashtra
2021,Engineering,,,Shri Shankaracharya Group of Institutions,Bhilai,Chhattisgarh
2021,Engineering,,,Shri Shankaracharya Institute of Professional Management & Technology,Raipur,Chhattisgarh
2021,Engineering,,,"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivajirao Deore College of Engineering, Dhule",Dhule,Maharashtra
2021,Engineering,,,Shri Vaishnav Vidyapeeth Vishwavidyalaya,Indore,Madhya Pradesh
2021,Engineering,,,Shri Vile Parle Kelavani Mandal`s  Dwarkadas J. Sanghvi College of Engineering,Mumbai Suburban,Maharashtra
2021,Engineering,,,Shri Vishnu Engineering College for Women,Bhimavaram,Andhra Pradesh
2021,Engineering,,,"Shrinathji Institute Of Technology & Engineering, Upali Oden, Nathdwara, Rajsamand",Nathdwara,Rajasthan
2021,Engineering,,,Shroff S. R. Rotary Institute of Chemical Technology,Valia,Gujarat
2021,Engineering,,,Siddaganga Institute of Technology,Tumkur,Karnataka
2021,Engineering,,,Siddartha Educational Academy Group of Institutions (Integrated Campus),Tirupathi,Andhra Pradesh
2021,Engineering,,,Siddharth Institute of Engineering & Technology,Puttur,Andhra Pradesh
2021,Engineering,,,Siddhartha Institute of Technology & Science,Hyderabad,Telangana
2021,Engineering,,,SIES Graduate School of Technology,Navi Mumbai,Maharashtra
2021,Engineering,,,Sikkim Manipal Institute of Technology (SMIT),Rangpo,Sikkim
2021,Engineering,,,Siksha `O` Anusandhan,Bhubaneswar,Odisha
2021,Engineering,,,"Silicon Institute of Technology (SIT), Bhubaneswar",Bhubaneswar,Odisha
2021,Engineering,,,Siliguri Institute of Technology,Siliguri-,West Bengal
2021,Engineering,,,Sinhgad Academy of Engineering,Pune,Maharashtra
2021,Engineering,,,Sinhgad College of Engineering,Pune,Maharashtra
2021,Engineering,,,Sinhgad Technical Education Society`s Sinhgad Institute of Technology,Pune,Maharashtra
2021,Engineering,,,Sinhgad Technical Education Society`s Sinhgad Institute of Technology & Science,Pune,Maharashtra
2021,Engineering,,,Sinhgad Technical Education Society`s SKN Sinhgad Institute of Technology and Science,Pune,Maharashtra
2021,Engineering,,,"Sipna College of Engineering and Technology, Amravati",Amravati,Maharashtra
2021,Engineering,,,Sir C R Reddy College of Engineering,Eluru,Andhra Pradesh
2021,Engineering,,,Sir C. V. Raman Institute of Technology & Sciences,Tadipatri,Andhra Pradesh
2021,Engineering,,,Sir M Visvesvaraya Institute of Technology,Bengaluru,Karnataka
2021,Engineering,,,Sir Padmapat Singhania University,Udaipur,Rajasthan
2021,Engineering,,,Sir Vishveshwaraiah Institute of Science & Technology,Chittoor,Andhra Pradesh
2021,Engineering,,,SJB Institute Of Technology,Bengaluru,Karnataka
2021,Engineering,,,"Smt. Kamala & Vekappa  M Agadi College of Engineering & Technology, Lakshmeshwara",Laxmeshwar,Karnataka
2021,Engineering,,,Smt. Kashibai Navale College of Engineering,Pune,Maharashtra
2021,Engineering,,,Smt. Nathibai Damodar Thackersey Women's Univeristy,Mumbai,Maharashtra
2021,Engineering,,,SNS College of Engineering,Coimbatore,Tamil Nadu
2021,Engineering,,,SNS College of Technology,Coimbatore,Tamil Nadu
2021,Engineering,,,Sona College of Technology,Salem,Tamil Nadu
2021,Engineering,,,Sphoorthy Engineering College,Hyderabad,Telangana
2021,Engineering,,,SR University,Warangal,Telangana
2021,Engineering,,,Sree Buddha College Of Engineering For Women,Elavumthitta,Kerala
2021,Engineering,,,"Sree Buddha College of Engineering, Pattoor",Pattoor,Kerala
2021,Engineering,,,Sree Chaitanya College of Engineering,Karimnagar,Telangana
2021,Engineering,,,Sree Chaitanya Institute of Technological Sciences,Karimnagar,Telangana
2021,Engineering,,,"Sree Chitra Thirunal College of Engineering, Thiruvanthapuram",Thiruvananthapuram,Kerala
2021,Engineering,,,Sree Rama Engineering College,Tirupati,Andhra Pradesh
2021,Engineering,,,Sree Sastha Institute of Engineering and Technology,Chembarambakkam,Tamil Nadu
2021,Engineering,,,Sree Sowdambika College of Engineering,Aruppukottai,Tamil Nadu
2021,Engineering,,,Sree Venkateswara College of Engineering,Kodavaluru,Andhra Pradesh
2021,Engineering,,,Sree Vidyanikethan Engineering College,Tirupati,Andhra Pradesh
2021,Engineering,,,Sreenidi Institute of Science & Technology,Rangareddy,Telangana
2021,Engineering,,,Sreenivasa Institute of Technology and Management Studies,Chittoor,Andhra Pradesh
2021,Engineering,,,"Sreepathy Institute Of Management & Technology, Vavanoor",Koottanad,Kerala
2021,Engineering,,,Sreyas Institute of Engineering & Technology,Hyderabad,Telangana
2021,Engineering,,,"Sri Channabasaveshwara Institute of Technology, Gubbi",Tumkur,Karnataka
2021,Engineering,,,Sri Eshwar College of Engineering,Coimbatore,Tamil Nadu
2021,Engineering,,,Sri Guru Granth Sahib World University,Fatehgarh Sahib,Punjab
2021,Engineering,,,Sri Hindu College of Engineering & Technology,Rangareddy,Telangana
2021,Engineering,,,Sri Indu Institute of Engineering & Technology,Rangareddy,Telangana
2021,Engineering,,,Sri Krishna College of Engineering and Technology,Coimbatore,Tamil Nadu
2021,Engineering,,,Sri Krishna College of Technology,Coimbatore,Tamil Nadu
2021,Engineering,,,Sri Manakula Vinayagar Engineering College,Puducherry,Pondicherry
2021,Engineering,,,Sri Mittapalli College of Engineering,Guntur,Andhra Pradesh
2021,Engineering,,,Sri Mittapalli Institute of Technology for Women,Guntur,Andhra Pradesh
2021,Engineering,,,Sri Muthukumaran Institute of Technology,Kancheepuram,Tamil Nadu
2021,Engineering,,,Sri Padmavathi Mahila Visvavidyalayam,Tirupathi,Andhra Pradesh
2021,Engineering,,,Sri Ramakrishna Engineering College,Coimbatore,Tamil Nadu
2021,Engineering,,,Sri Ramakrishna Institute of Technology,Coimbatore,Tamil Nadu
2021,Engineering,,,Sri Sai College of Engg and Technology,Gurdaspur,Punjab
2021,Engineering,,,Sri Sai Ram Institute of Technology,Chennai,Tamil Nadu
2021,Engineering,,,Sri Sairam College of Engineering,Bengaluru,Karnataka
2021,Engineering,,,Sri Sairam Engineering College,Kancheepuram,Tamil Nadu
2021,Engineering,,,Sri Satya Sai University of Technology & Medical Sciences,Sehore,Madhya Pradesh
2021,Engineering,,,Sri Shakthi Institute of Engineering and Technology,Coimbatore,Tamil Nadu
2021,Engineering,,,Sri Shanmugha College of Engineering and Technology,Sankari,Tamil Nadu
2021,Engineering,,,"Sri Siddhartha Institute of Technology, Tumkur",Tumkur,Karnataka
2021,Engineering,,,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu
2021,Engineering,,,Sri Vasavi Engineering College,Tadepalligudem,Andhra Pradesh
2021,Engineering,,,Sri Vasavi Institute of Engineering & Technology,Pedana,Andhra Pradesh
2021,Engineering,,,Sri Venkatesa Perumal College of Engineering & Technology,Puttur,Andhra Pradesh
2021,Engineering,,,Sri Venkateswara College of Engineering,Kadapa,Andhra Pradesh
2021,Engineering,,,Sri Venkateswara College of Engineering,Bengaluru,Karnataka
2021,Engineering,,,Sri Venkateswara College of Engineering,Kancheepuram,Tamil Nadu
2021,Engineering,,,Sri Venkateswara College of Engineering and Technology,Chittoor,Andhra Pradesh
2021,Engineering,,,Sri Venkateswara College of Engineering and Technology,Etcherla,Andhra Pradesh
2021,Engineering,,,"Sri Venkateswara College of Engineering, Tirupati",Tirupati,Andhra Pradesh
2021,Engineering,,,Sri Venkateswara Engineering College for Women,Tirupati,Andhra Pradesh
2021,Engineering,,,Sri Venkateswara University,Tirupati,Andhra Pradesh
2021,Engineering,,,Sridevi Womens Engineering College,Hyderabad,Telangana
2021,Engineering,,,Srinivasa Institute of Engineering and Technology,Amalapuram,Andhra Pradesh
2021,Engineering,,,Srinivasa Ramanujan Institute of Technology,Rotarypuram Village,Andhra Pradesh
2021,Engineering,,,Sriram Engineering College,Chennai,Tamil Nadu
2021,Engineering,,,SRM University Delhi,Sonepat,Haryana
2021,Engineering,,,SSBT's College of Engineering & Technology,Jalgaon,Maharashtra
2021,Engineering,,,SSM College of Engineering,Namakkal,Tamil Nadu
2021,Engineering,,,SSM Institute of Engineering and Technology,Dindigul,Tamil Nadu
2021,Engineering,,,St. Ann's College of Engineering & Technology,Prakasam,Andhra Pradesh
2021,Engineering,,,St. Francis Institute of Technology,Mumbai,Maharashtra
2021,Engineering,,,St. Joseph College of Engineering,Chennai,Tamil Nadu
2021,Engineering,,,St. Joseph Engineering College,Mangaluru,Karnataka
2021,Engineering,,,St. Joseph`s Institute of Technology,Chennai,Tamil Nadu
2021,Engineering,,,St. Josephs College of Engineering,Kancheepuram,Tamil Nadu
2021,Engineering,,,St. Martin''s Engineering College,Secunderabad,Telangana
2021,Engineering,,,St. Mary's Group of Institutions,Guntur,Andhra Pradesh
2021,Engineering,,,St. Mother Theresa Engineering College,Thoothukudi,Tamil Nadu
2021,Engineering,,,St. Peter`s College of Engineering and Technology,Avadi,Tamil Nadu
2021,Engineering,,,St. Peter's Engineering College,Rangareddy,Telangana
2021,Engineering,,,St. Vincent Palloti College of Engineering and Technology,Nagpur,Maharashtra
2021,Engineering,,,St. Xavier`s Catholic College of Engineering,Kanniyakumari,Tamil Nadu
2021,Engineering,,,Stanley College of Engineering & Technology for Women,Hyderabad,Telangana
2021,Engineering,,,Sudharsan Engineering College,Pudukkottai,Tamil Nadu
2021,Engineering,,,Supreme Knowledge Foundation Group of Institutions,Hugli,West Bengal
2021,Engineering,,,Sushant University,Gurugram,Haryana
2021,Engineering,,,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra
2021,Engineering,,,"SVR Engineering College, Nandyal",Nandyal,Andhra Pradesh
2021,Engineering,,,"Swami Keshvanand Institute of Technology, Management & Gramothan",Jaipur,Rajasthan
2021,Engineering,,,Swami Vivekananda Institute of Science & Technology,Kolkata,West Bengal
2021,Engineering,,,Swarna Bhrathi Institute of Science Technology,Khammam,Telangana
2021,Engineering,,,Swarnandhra College of Engineering & Technology,Narsapur,Andhra Pradesh
2021,Engineering,,,Syed Ammal Engineering College,Ramanathapuram,Tamil Nadu
2021,Engineering,,,Synergy Institute of Engineering & Technology,Dhenkanal,Odisha
2021,Engineering,,,T John Institute Of Technology,Bengaluru,Karnataka
2021,Engineering,,,T. K. M. Institute of Technology,Kollam,Kerala
2021,Engineering,,,Tagore Engineering College,Kancheepuram,Tamil Nadu
2021,Engineering,,,Tagore Institute of Engineering and Technology,Attur,Tamil Nadu
2021,Engineering,,,Tamil Nadu Fisheries University,Nagapattinam,Tamil Nadu
2021,Engineering,,,"Tatyasaheb Kore Institute of Engineering & Technology, Warananagar",Warananagar,Maharashtra
2021,Engineering,,,Techno Engineering College Banipur,Kolkata,West Bengal
2021,Engineering,,,Techno India,Kolkata,West Bengal
2021,Engineering,,,Techno India,Dumka,Jharkhand
2021,Engineering,,,Techno India Chaibasa,Chaibasa,Jharkhand
2021,Engineering,,,Techno International  Batanagar,South Twenty Four Parganas,West Bengal
2021,Engineering,,,Techno International New Town,North Twenty Four Parganas,West Bengal
2021,Engineering,,,Technocrats Institute Of Technology,Bhopal,Madhya Pradesh
2021,Engineering,,,Teegala Krishna Reddy Engineering College,Rangareddy,Telangana
2021,Engineering,,,Teerthanker Mahaveer University,Moradabad,Uttar Pradesh
2021,Engineering,,,Terna Public  Charitable Trust's Terna  Engineering  College,Mumbai,Maharashtra
2021,Engineering,,,Terna Public Charitable Trust`s College of Engineering,Osmanabad,Maharashtra
2021,Engineering,,,Tezpur University,Tezpur,Assam
2021,Engineering,,,Thadomal Shahani Engineering College,Mumbai,Maharashtra
2021,Engineering,,,Thakur College of Engineering & Technology,Mumbai,Maharashtra
2021,Engineering,,,Thangavelu Engineering College,Chennai,Tamil Nadu
2021,Engineering,,,Thapar Institute of Engineering and Technology,Patiala,Punjab
2021,Engineering,,,The Assam Kaziranga University,Jorhat,Assam
2021,Engineering,,,The Institute of Chartered Financial Analysts of India University,Agartala,Tripura
2021,Engineering,,,"The Institute of Chartered Financial Analysts of India University, Jharkhand",Ranchi,Jharkhand
2021,Engineering,,,"The LNM Institute of Information Technology, Jaipur",Jaipur,Rajasthan
2021,Engineering,,,The National Institute of Engineering,Mysore,Karnataka
2021,Engineering,,,The Northcap University,Gurugram,Haryana
2021,Engineering,,,The Oxford College of Engineering,Bengaluru,Karnataka
2021,Engineering,,,The Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Maharashtra
2021,Engineering,,,Theni Kammavar Sangam College of Technology,Koduvilarpatti,Tamil Nadu
2021,Engineering,,,Thiagarajar College of Engineering,Madurai,Tamil Nadu
2021,Engineering,,,Thiruvalluvar College of Engineering and Technology,Tiruvannamalai,Tamil Nadu
2021,Engineering,,,TKM College of Engineering,Kollam,Kerala
2021,Engineering,,,TKR College of Engineering & Technology,Hyderabad,Telangana
2021,Engineering,,,Tontadarya College of Engineering,Gadag,Karnataka
2021,Engineering,,,"Transnational Knowledge Society's Group of Institutions, Indore",Indore,Madhya Pradesh
2021,Engineering,,,Trident Academy of Technology (TAT),Bhubaneswar,Odisha
2021,Engineering,,,Tripura Institute of Technology,Agartala,Tripura
2021,Engineering,,,TRP Engineering College,Tiruchirappalli,Tamil Nadu
2021,Engineering,,,Tula's Institute,Dehradun,Uttarakhand
2021,Engineering,,,"Tulsiramji gaidwad patil institute of Engneerind and Technology, Mohgaon",Nagpur,Maharashtra
2021,Engineering,,,Ujjain Engineering College,Ujjain,Madhya Pradesh
2021,Engineering,,,Universal College of Engineering & Technology,Guntur,Andhra Pradesh
2021,Engineering,,,Universal Institute of Engineering & Technology,Sahibzada Ajit Singh Nagar,Punjab
2021,Engineering,,,University College of Engineering,Hyderabad,Telangana
2021,Engineering,,,University College of Engineering,Vizianagaram,Andhra Pradesh
2021,Engineering,,,University College of Engineering,Idukki,Kerala
2021,Engineering,,,"University College of Engineering, BIT Campus Tiruchirappalli",Tiruchirappalli,Tamil Nadu
2021,Engineering,,,University College of Engingeering,Kakinada,Andhra Pradesh
2021,Engineering,,,UNIVERSITY COLLEGE OF TECHNOLOGY (Autonomous),Hyderabad,Telangana
2021,Engineering,,,University Institute of Chemical Technology,Jalgaon,Maharashtra
2021,Engineering,,,University of Engineering and Management,Jaipur,Rajasthan
2021,Engineering,,,University of Lucknow,Lucknow,Uttar Pradesh
2021,Engineering,,,University of Petroleum and Energy Studies,Dehradun,Uttarakhand
2021,Engineering,,,University Vishweshwaraya College of Engineering,Bangalore,Karnataka
2021,Engineering,,,Unnamalai Institute of Technology,Kovilpatti,Tamil Nadu
2021,Engineering,,,Usha Rama College of Engineering & Technology,Krishna,Andhra Pradesh
2021,Engineering,,,Uttar Pradesh Textile Technology Institute,Kanpur,Uttar Pradesh
2021,Engineering,,,Uttaranchal University,Dehradun,Uttarakhand
2021,Engineering,,,V. S. B. Engineering College,Karur,Tamil Nadu
2021,Engineering,,,V. V. College of Engineering,Tirunelveli,Tamil Nadu
2021,Engineering,,,V.R.S. College Of Engineering and Technology,Viluppuram,Tamil Nadu
2021,Engineering,,,V.S.B College of Engineering Technical Campus,Coimbatore,Tamil Nadu
2021,Engineering,,,V.S.M College of Engineering,Ramachandrapuram,Andhra Pradesh
2021,Engineering,,,Vaagdevi College of Engineering,Warangal,Telangana
2021,Engineering,,,Vaagdevi Institute of Technology and Science,Proddatur,Andhra Pradesh
2021,Engineering,,,Vageswari College of Engineering,Karimnagar,Telangana
2021,Engineering,,,Valliammai Engineering College,Chennai,Tamil Nadu
2021,Engineering,,,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology,Hyderabad,Telangana
2021,Engineering,,,Vardhaman College of Engineering,Rangareddy,Telangana
2021,Engineering,,,Vasavi College of Engineering,Hyderabad,Telangana
2021,Engineering,,,Vasireddy Venkatadri Institute of Technology,Guntur,Andhra Pradesh
2021,Engineering,,,Vedant College Of Engineering & Technology,Bundi,Rajasthan
2021,Engineering,,,Vedica Institute of Technology,Bhopal,Madhya Pradesh
2021,Engineering,,,Veer Surendra Sai University of Technology,Burla,Odisha
2021,Engineering,,,"Veermata Jijabai Technological Institute,  (VJTI, Mumbai)",Mumbai,Maharashtra
2021,Engineering,,,Vel Tech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College,Morai,Tamil Nadu
2021,Engineering,,,Vel Tech Multi Tech Dr.Rangarajan Dr.Sakunthala Engineering College,Morai,Tamil Nadu
2021,Engineering,,,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu
2021,Engineering,,,Velagapudi Ramakrishna Siddhartha Engineering College,Vijayawada,Andhra Pradesh
2021,Engineering,,,Velalar College of Engineering and Technology,Erode,Tamil Nadu
2021,Engineering,,,Velammal College of Engineering & Technology,Madurai,Tamil Nadu
2021,Engineering,,,Velammal Engineering College,Chennai,Tamil Nadu
2021,Engineering,,,Vellore Institute of Technology,Vellore,Tamil Nadu
2021,Engineering,,,"Vels Institute of Science, Technology & Advanced Studies (VISTAS)",Chennai,Tamil Nadu
2021,Engineering,,,Vemana Institute of Technology,Bengaluru,Karnataka
2021,Engineering,,,Vemu Institute of Technology,Chittoor,Andhra Pradesh
2021,Engineering,,,Vidya Academy of Science & Technology,Thrissur,Kerala
2021,Engineering,,,Vidya Jyothi Institute of Technology,Hyderabad,Telangana
2021,Engineering,,,"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Pune",Baramati,Maharashtra
2021,Engineering,,,Vidya Vihar Institute of Technology,Purnia,Bihar
2021,Engineering,,,"Vidya Vikas Education Trust Universal College of Engineering, Thane",Palghar,Maharashtra
2021,Engineering,,,Vidya Vikas Institute of Engineering & Technology,Mysore,Karnataka
2021,Engineering,,,Vidyalankar Institute of Technology Pearl Center,Mumbai,Maharashtra
2021,Engineering,,,"Vidyavardhaka College of Engineering, Mysore",Mysuru,Karnataka
2021,Engineering,,,Vidyavardhini's College of Engineering And Technology,Vasai,Maharashtra
2021,Engineering,,,Vignan Institute of Technology and Science,Yadadri-Bhuvangiri,Telangana
2021,Engineering,,,Vignan`s Institute of Information Technology,Visakhapatnam,Andhra Pradesh
2021,Engineering,,,Vignana Bharathi Institute of Technology,Hyderabad,Telangana
2021,Engineering,,,"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh
2021,Engineering,,,Vignan's Institute of Engineering For Women,Visakhapatnam,Andhra Pradesh
2021,Engineering,,,Vignan's Institute of Management & Technology for Women,Hyderabad,Telangana
2021,Engineering,,,Vimal Jyothi Engineering College,Kannur,Kerala
2021,Engineering,,,Vinayaka Mission's Kirupananda Variyar Engineering College,Salem,Tamil Nadu
2021,Engineering,,,Vishnu Institute of Technology,Bhimavaram,Andhra Pradesh
2021,Engineering,,,Vishwakarma Government Engineering College Chandkheda,Ahmedabad,Gujarat
2021,Engineering,,,Vishwakarma Institute of Information Technology,Pune,Maharashtra
2021,Engineering,,,Vishwakarma Institute of Technology,Pune,Maharashtra
2021,Engineering,,,Visvesvaraya National Institute of Technology,Nagpur,Maharashtra
2021,Engineering,,,Visvesvaraya Technological University,Belgaum,Karnataka
2021,Engineering,,,Visvodaya Engineering College,Kavali,Andhra Pradesh
2021,Engineering,,,Vivekanand Education Society`s Institute of Technology Sindhi Society,Mumbai Suburban,Maharashtra
2021,Engineering,,,Vivekananda College of Engineering & Technology,Puttur,Karnataka
2021,Engineering,,,"Vivekananda Institute of Technology, Bangalore",Bangalore Rural,Karnataka
2021,Engineering,,,Vivekanandha College of Engineering for Women,Namakkal,Tamil Nadu
2021,Engineering,,,Walchand College of Engineering,Sangli,Maharashtra
2021,Engineering,,,Walchand Institute of Technology,Solapur,Maharashtra
2021,Engineering,,,"Wellfare Institute of Science, Technology and Management",Visakhapatnam,Andhra Pradesh
2021,Engineering,,,Yamuna Institute of Engineering and Technology,Yamunanagar,Haryana
2021,Engineering,,,Yeshwantrao Chavan College of Engineering,Nagpur,Maharashtra
2021,Engineering,,,YMCA University of Science & Tech (Formerely YMCA Institute of Engineering),Faridabad,Haryana
2021,Overall,,,"A M C College of Engineering, Bangalore",Bengaluru,Karnataka
2021,Overall,,,A. A. Government Arts College,Tiruchirappalli,Tamil Nadu
2021,Overall,,,A. P. A. College of Arts & Culture,"Palani, Dindigul District",Tamil Nadu
2021,Overall,,,A.N.College,Patna,Bihar
2021,Overall,,,A.R.A. College of Pharmacy,Dhule,Maharashtra
2021,Overall,,,A.V.C. College of Engineering,Mayiladuthurai,Tamil Nadu
2021,Overall,,,ABES Engineering College,Ghaziabad,Uttar Pradesh
2021,Overall,,,Academy of Maritime Education and Training,Kancheepuram,Tamil Nadu
2021,Overall,,,Academy of Scientific & Innovative Research,Ghaziabad,Uttar Pradesh
2021,Overall,,,Accurate Institute of Advanced Management,Greater Noida,Uttar Pradesh
2021,Overall,,,Accurate Institute of Management & Technology,Greater Noida,Uttar Pradesh
2021,Overall,,,Acharaya Nagarjuna University,Guntur,Andhra Pradesh
2021,Overall,,,Acharya Institute of Technology,Bengaluru,Karnataka
2021,Overall,,,"Acharya Instiute Graduate Studies(of Journalism), Bangalore",Bengaluru,Karnataka
2021,Overall,,,Acharya Narendra Dev College,New Delhi,Delhi
2021,Overall,,,"Acharya Sukumar Sen Mahavidyalaya, Burdwan",Burdwan,West Bengal
2021,Overall,,,Acropolis Institute of Technology And  Research,Indore,Madhya Pradesh
2021,Overall,,,Adamas University,Kolkata,West Bengal
2021,Overall,,,"Adarsha Edu. Society's Arts Commerce & Science College, Hingoli",Hingoli,Maharashtra
2021,Overall,,,Adharsh Vidyalaya College of Arts and Science for Women,Bhavani Tk,Tamil Nadu
2021,Overall,,,Adhiparasakthi Engineering College,Kancheepuram,Tamil Nadu
2021,Overall,,,Adi Shankara Institute of Engineering and Technology,Kalady,Kerala
2021,Overall,,,Adichunchanagiri College of Nursing,Balagangadharanatha Nagara,Karnataka
2021,Overall,,,Adichunchanagiri Institute of Medical Science,Nagamangala,Karnataka
2021,Overall,,,Adichunchanagiri Institute of Technology,Chikmagalur,Karnataka
2021,Overall,,,Adikavi Nannaya University,Rajahmundry,Andhra Pradesh
2021,Overall,,,"Adina Institute of Science And Technology, Sagar",Sagar,Madhya Pradesh
2021,Overall,,,Aditi Mahavidyalaya,Delhi,Delhi
2021,Overall,,,Aditya College of Engineering,Surampalem,Andhra Pradesh
2021,Overall,,,Aditya College of Engineering,Madanapalle,Andhra Pradesh
2021,Overall,,,Aditya College of Engineering & Technology,Surampalem,Andhra Pradesh
2021,Overall,,,Aditya Engineering College,Surampalem,Andhra Pradesh
2021,Overall,,,Aditya Silver Oak Institute of Technology,Ahmadabad,Gujarat
2021,Overall,,,Adusumilli Gopalakrishnaiah & Sugarcane Growers Siddhartha Degree College of Arts & Science,Vuyyuru,Andhra Pradesh
2021,Overall,,,Ahalia School of Management,Palakkad,Kerala
2021,Overall,,,Akshaya College of Engineering and Technology,Coimbatore,Tamil Nadu
2021,Overall,,,"Al Shifa College of Pharmacy, Perinthalmanna",Malappuram,Kerala
2021,Overall,,,"Alagappa Government Arts College, Karaikudi",Karaikudi,Tamil Nadu
2021,Overall,,,Alagappa University,Karaikudi,Tamil Nadu
2021,Overall,,,Aldel Education Trusts St John Institute of Pharmacy,Palghar,Maharashtra
